"bbref_id","season","age","experience","team","league","position","games_played","minutes_played","on_court_plus_minus","off_court_plus_minus","prop_pg","prop_sg","prop_sf","prop_pf","prop_c","minutes_pg","minutes_sg","minutes_sf","minutes_pf","minutes_c"
"blakest01",2010,29,7,"LAC","NBA","PG",29,762,-14.1,-8.7,0.94,0.06,0,0,0,716.28,45.72,0,0,0
"blakest01",2011,30,8,"LAL","NBA","PG",79,1581,2.9,-6.6,1,0,0,0,0,1581,0,0,0,0
"blakest01",2012,31,9,"LAL","NBA","PG",53,1237,0.2,-2.1,1,0,0,0,0,1237,0,0,0,0
"blakest01",2013,32,10,"LAL","NBA","PG",45,1175,2.4,1,0.98,0.02,0,0,0,1151.5,23.5,0,0,0
"blakest01",2014,33,11,"TOT","NBA","PG",55,1498,-5.3,-5.8,0.95,0.05,0,0,0,1423.1,74.9,0,0,0
"blakest01",2014,33,11,"LAL","NBA","PG",27,891,-6.1,0,0.91,0.09,0,0,0,810.81,80.19,0,0,0
"blakest01",2014,33,11,"GSW","NBA","PG",28,607,-4,-10.7,1,0,0,0,0,607,0,0,0,0
"blakest01",2015,34,12,"POR","NBA","PG",81,1529,2.9,-2.2,0.99,0.01,0,0,0,1513.71,15.29,0,0,0
"blakest01",2016,35,13,"DET","NBA","PG",58,986,-3.6,-5.2,1,0,0,0,0,986,0,0,0,0
"francst01",2001,23,1,"HOU","NBA","PG",80,3194,3.2,3.7,0.72,0.28,0,0,0,2299.68,894.32,0,0,0
"francst01",2002,24,2,"HOU","NBA","PG",57,2343,-1.2,10.6,0.61,0.39,0,0,0,1429.23,913.77,0,0,0
"francst01",2003,25,3,"HOU","NBA","PG",81,3318,3.1,8.9,0.78,0.22,0,0,0,2588.04,729.96,0,0,0
"francst01",2004,26,4,"HOU","NBA","PG",79,3194,2.8,4.8,0.91,0.1,0,0,0,2906.54,319.4,0,0,0
"francst01",2005,27,5,"ORL","NBA","PG",78,2978,-1,6.8,0.71,0.28,0,0,0,2114.38,833.84,0,0,0
"francst01",2006,28,6,"TOT","NBA","PG-SG",70,2393,-5.7,-2.2,0.59,0.41,0,0,0,1411.87,981.13,0,0,0
"francst01",2006,28,6,"ORL","NBA","PG",46,1734,-2.7,-2.7,0.67,0.33,0,0,0,1161.78,572.22,0,0,0
"francst01",2006,28,6,"NYK","NBA","SG",24,659,-13.2,-7.5,0.38,0.61,0.01,0,0,250.42,401.99,6.59,0,0
"francst01",2007,29,7,"NYK","NBA","SG",44,1237,-1.7,2.5,0.18,0.77,0.05,0,0,222.66,952.49,61.85,0,0
"francst01",2008,30,8,"HOU","NBA","PG",10,199,-1.6,-7.6,0.5,0.49,0.01,0,0,99.5,97.51,1.99,0,0
"nashst01",2001,26,1,"DAL","NBA","PG",70,2387,7,6.2,0.95,0.05,0,0,0,2267.65,119.35,0,0,0
"nashst01",2002,27,2,"DAL","NBA","PG",82,2837,5.2,2.1,0.77,0.23,0,0,0,2184.49,652.51,0,0,0
"nashst01",2003,28,3,"DAL","NBA","PG",82,2711,9.6,4.1,0.99,0.02,0,0,0,2683.89,54.22,0,0,0
"nashst01",2004,29,4,"DAL","NBA","PG",78,2612,4.6,-0.7,0.98,0.02,0,0,0,2559.76,52.24,0,0,0
"nashst01",2005,30,5,"PHO","NBA","PG",75,2573,12.7,14.9,0.95,0.05,0,0,0,2444.35,128.65,0,0,0
"nashst01",2006,31,6,"PHO","NBA","PG",79,2796,8.7,9.1,0.87,0.13,0,0,0,2432.52,363.48,0,0,0
"nashst01",2007,32,7,"PHO","NBA","PG",76,2682,11.5,11.7,0.97,0.03,0,0,0,2601.54,80.46,0,0,0
"nashst01",2008,33,8,"PHO","NBA","PG",81,2780,10,14.5,0.99,0.01,0,0,0,2752.2,27.8,0,0,0
"nashst01",2009,34,9,"PHO","NBA","PG",74,2484,4.6,6.9,0.99,0.01,0,0,0,2459.16,24.84,0,0,0
"nashst01",2010,35,10,"PHO","NBA","PG",81,2660,6.7,3.9,0.82,0.18,0,0,0,2181.2,478.8,0,0,0
"nashst01",2011,36,11,"PHO","NBA","PG",75,2497,4.7,14.9,0.96,0.04,0,0,0,2397.12,99.88,0,0,0
"nashst01",2012,37,12,"PHO","NBA","PG",62,1961,3.6,10.6,0.94,0.06,0,0,0,1843.34,117.66,0,0,0
"nashst01",2013,38,13,"LAL","NBA","PG",50,1627,1,-1.1,0.85,0.15,0,0,0,1382.95,244.05,0,0,0
"nashst01",2014,39,14,"LAL","NBA","PG",15,313,-9.9,-4.1,0.28,0.72,0,0,0,87.64,225.36,0,0,0
"smithst01",2001,31,1,"POR","NBA","SG",81,2542,5.2,1.9,0.06,0.93,0.02,0,0,152.52,2364.06,50.84,0,0
"smithst01",2002,32,2,"SAS","NBA","SG",77,2211,6.3,-1.8,0,0.56,0.44,0,0,0,1238.16,972.84,0,0
"smithst01",2003,33,3,"SAS","NBA","SG",53,1032,1.6,-6.1,0,0.74,0.26,0.01,0,0,763.68,268.32,10.32,0
"smithst01",2004,34,4,"NOH","NBA","SG",71,929,-3.7,-4.4,0,0.48,0.48,0.03,0,0,445.92,445.92,27.87,0
"smithst01",2005,35,5,"TOT","NBA","SG",50,750,-4.8,-5.8,0.02,0.55,0.4,0.04,0,15,412.5,300,30,0
"smithst01",2005,35,5,"CHA","NBA","SG",37,636,-4.7,2,0.02,0.52,0.42,0.04,0,12.72,330.72,267.12,25.44,0
"smithst01",2005,35,5,"MIA","NBA","SG",13,114,-5.3,-13,0,0.7,0.3,0,0,0,79.8,34.2,0,0
"huntest01",2002,20,1,"ORL","NBA","C",53,516,-7.5,-10.7,0,0,0,0.06,0.95,0,0,0,30.96,490.2
"huntest01",2003,21,2,"ORL","NBA","C",33,447,2.8,3.2,0,0,0,0.19,0.81,0,0,0,84.93,362.07
"huntest01",2004,22,3,"ORL","NBA","C",59,789,-12.1,-5.2,0,0,0,0.07,0.93,0,0,0,55.23,733.77
"huntest01",2005,23,4,"PHO","NBA","C",76,1046,1.7,-7.9,0,0,0,0.03,0.97,0,0,0,31.38,1014.62
"huntest01",2006,24,5,"PHI","NBA","C",69,1312,-1.7,0.3,0,0,0,0.09,0.91,0,0,0,118.08,1193.92
"huntest01",2007,25,6,"PHI","NBA","PF",70,1605,-8.2,-8.3,0,0,0,0.49,0.51,0,0,0,786.45,818.55
"huntest01",2008,26,7,"DEN","NBA","C",19,120,-6.4,-10.3,0,0,0,0,1,0,0,0,0,120
"huntest01",2010,28,8,"MEM","NBA","C",21,158,-9.5,-8.2,0,0,0,0.53,0.47,0,0,0,83.74,74.26
"swiftst01",2001,21,1,"VAN","NBA","PF",80,1312,-5.2,1.3,0,0,0,0.62,0.38,0,0,0,813.44,498.56
"swiftst01",2002,22,2,"MEM","NBA","PF",68,1805,-9.1,-1.6,0,0,0.1,0.68,0.22,0,0,180.5,1227.4,397.1
"swiftst01",2003,23,3,"MEM","NBA","PF",67,1478,-2.6,1.5,0,0,0,0.73,0.27,0,0,0,1078.94,399.06
"swiftst01",2004,24,4,"MEM","NBA","PF",77,1528,3.2,0.7,0,0,0,0.62,0.38,0,0,0,947.36,580.64
"swiftst01",2005,25,5,"MEM","NBA","PF",60,1279,1.8,-1.7,0,0,0,0.66,0.34,0,0,0,844.14,434.86
"swiftst01",2006,26,6,"HOU","NBA","C",66,1344,-3.9,-3.7,0,0,0,0.61,0.39,0,0,0,819.84,524.16
"swiftst01",2007,27,7,"MEM","NBA","C",54,1029,-10,-5.9,0,0,0,0.31,0.69,0,0,0,318.99,710.01
"swiftst01",2008,28,8,"TOT","NBA","PF",56,844,-6.3,-0.1,0,0,0,0.66,0.35,0,0,0,557.04,295.4
"swiftst01",2008,28,8,"MEM","NBA","PF",35,549,-5.9,0.9,0,0,0,0.66,0.35,0,0,0,362.34,192.15
"swiftst01",2008,28,8,"NJN","NBA","PF",21,295,-7.1,-1.5,0,0,0,0.66,0.35,0,0,0,194.7,103.25
"swiftst01",2009,29,9,"TOT","NBA","PF",19,185,-2.5,-2.3,0,0,0,0.63,0.37,0,0,0,116.55,68.45
"swiftst01",2009,29,9,"NJN","NBA","PF",6,64,-3.3,-0.6,0,0,0,0.89,0.11,0,0,0,56.96,7.04
"swiftst01",2009,29,9,"PHO","NBA","PF",13,121,-1.9,-4.1,0,0,0,0.49,0.52,0,0,0,59.29,62.92
"slayta01",2003,22,1,"NJN","NBA","SG",36,274,0.1,-6.2,0,0.67,0.32,0.01,0,0,183.58,87.68,2.74,0
"slayta01",2004,23,2,"NJN","NBA","SG",22,165,-15.4,-19,0,0.16,0.81,0.04,0,0,26.4,133.65,6.6,0
"slayta01",2005,24,3,"CHA","NBA","SG",8,78,-12.4,-6.2,0,0.13,0.6,0.28,0,0,10.14,46.8,21.84,0
"princta01",2003,22,1,"DET","NBA","SF",42,435,-3.3,-8.4,0,0,0.63,0.35,0.02,0,0,274.05,152.25,8.7
"princta01",2004,23,2,"DET","NBA","SF",82,2701,6.8,0.8,0,0.01,0.95,0.04,0,0,27.01,2565.95,108.04,0
"princta01",2005,24,3,"DET","NBA","SF",82,3039,7.5,12.2,0,0,0.97,0.03,0,0,0,2947.83,91.17,0
"princta01",2006,25,4,"DET","NBA","SF",82,2898,12.6,16.4,0,0,0.99,0.01,0,0,0,2869.02,28.98,0
"princta01",2007,26,5,"DET","NBA","SF",82,3001,5.6,3.7,0,0,0.92,0.08,0,0,0,2760.92,240.08,0
"princta01",2008,27,6,"DET","NBA","SF",82,2694,9.9,4.1,0,0,0.98,0.02,0,0,0,2640.12,53.88,0
"princta01",2009,28,7,"DET","NBA","SF",82,3057,-1.6,-4.6,0,0.03,0.81,0.17,0,0,91.71,2476.17,519.69,0
"princta01",2010,29,8,"DET","NBA","SF",49,1664,-4.7,1.9,0,0.04,0.87,0.09,0,0,66.56,1447.68,149.76,0
"princta01",2011,30,9,"DET","NBA","SF",78,2562,-3,2.5,0,0.02,0.9,0.08,0,0,51.24,2305.8,204.96,0
"princta01",2012,31,10,"DET","NBA","SF",63,2087,-6.7,-3.3,0,0.05,0.92,0.03,0,0,104.35,1920.04,62.61,0
"princta01",2013,32,11,"TOT","NBA","SF",82,2631,2.5,3.5,0,0.02,0.92,0.06,0,0,52.62,2420.52,157.86,0
"princta01",2013,32,11,"DET","NBA","SF",45,1457,-3.8,0.8,0,0.03,0.95,0.02,0,0,43.71,1384.15,29.14,0
"princta01",2013,32,11,"MEM","NBA","SF",37,1174,10.6,8.3,0,0.01,0.88,0.11,0,0,11.74,1033.12,129.14,0
"princta01",2014,33,12,"MEM","NBA","SF",76,1948,1.3,-1.5,0,0.03,0.94,0.03,0,0,58.44,1831.12,58.44,0
"princta01",2015,34,13,"TOT","NBA","SF",58,1397,-4.3,-5.6,0,0,0.65,0.35,0,0,0,908.05,488.95,0
"princta01",2015,34,13,"MEM","NBA","SF",26,628,-0.3,-4.4,0,0,0.63,0.37,0,0,0,395.64,232.36,0
"princta01",2015,34,13,"BOS","NBA","SF",9,198,6.9,7.3,0,0,0.47,0.53,0,0,0,93.06,104.94,0
"princta01",2015,34,13,"DET","NBA","SF",23,571,-12.6,-13,0,0,0.74,0.27,0,0,0,422.54,154.17,0
"princta01",2016,35,14,"MIN","NBA","SF",77,1462,-2.8,0.9,0,0,0.84,0.16,0,0,0,1228.08,233.92,0
"ratlith01",2001,27,1,"PHI","NBA","C",50,1800,6,2.2,0,0,0,0.12,0.89,0,0,0,216,1602
"ratlith01",2002,28,2,"ATL","NBA","C",3,82,-13.9,-9.3,0,0,0,0.08,0.93,0,0,0,6.56,76.26
"ratlith01",2003,29,3,"ATL","NBA","C",81,2518,-1.5,6.2,0,0,0,0,1,0,0,0,0,2518
"ratlith01",2004,30,4,"TOT","NBA","C",85,2664,-0.6,3.9,0,0,0,0,1,0,0,0,0,2664
"ratlith01",2004,30,4,"ATL","NBA","C",53,1648,-3.5,2.1,0,0,0,0,1,0,0,0,0,1648
"ratlith01",2004,30,4,"POR","NBA","C",32,1016,4.5,8.1,0,0,0,0.01,1,0,0,0,10.16,1016
"ratlith01",2005,31,5,"POR","NBA","C",63,1731,-2.4,3.9,0,0,0,0.2,0.8,0,0,0,346.2,1384.8
"ratlith01",2006,32,6,"POR","NBA","C",55,1301,-7.9,4.7,0,0,0,0.01,0.99,0,0,0,13.01,1287.99
"ratlith01",2007,33,7,"BOS","NBA","C",2,44,-24.9,-21.3,0,0,0,0,1,0,0,0,0,44
"ratlith01",2008,34,8,"TOT","NBA","C-PF",26,437,0.6,0.3,0,0,0,0.33,0.67,0,0,0,144.21,292.79
"ratlith01",2008,34,8,"MIN","NBA","PF",10,214,-3.7,4.1,0,0,0,0.68,0.32,0,0,0,145.52,68.48
"ratlith01",2008,34,8,"DET","NBA","C",16,223,5.1,-3.7,0,0,0,0,1,0,0,0,0,223
"ratlith01",2009,35,9,"PHI","NBA","C",46,579,-2.1,-2.3,0,0,0,0.34,0.66,0,0,0,196.86,382.14
"ratlith01",2010,36,10,"TOT","NBA","C",49,807,-0.3,-4.4,0,0,0,0.04,0.97,0,0,0,32.28,782.79
"ratlith01",2010,36,10,"SAS","NBA","C",21,183,-12.8,-19.4,0,0,0,0.13,0.87,0,0,0,23.79,159.21
"ratlith01",2010,36,10,"CHA","NBA","C",28,624,3.4,2.1,0,0,0,0.01,0.99,0,0,0,6.24,617.76
"ratlith01",2011,37,11,"LAL","NBA","C",10,71,-10.6,-17.8,0,0,0,0.23,0.77,0,0,0,16.33,54.67
"smithth01",2004,23,1,"MEM","NBA","SF",20,178,0.6,-2.3,0,0,0.94,0.06,0,0,0,167.32,10.68,0
"smithth01",2005,24,2,"CHA","NBA","SF",33,510,-16.8,-11.9,0,0,0.47,0.46,0.06,0,0,239.7,234.6,30.6
"brownti01",2002,22,1,"HOU","NBA","SG",40,403,-18.3,-14.2,0.81,0.18,0.01,0,0,326.43,72.54,4.03,0,0
"brownti01",2003,23,2,"CLE","NBA","PG",15,168,4.5,15.6,1,0,0,0,0,168,0,0,0,0
"brownti01",2004,24,3,"NOH","NBA","PG",3,17,-70.8,-70.7,1,0,0,0,0,17,0,0,0,0
"brownti01",2005,25,4,"LAL","NBA","PG",76,1066,-4.4,-1.1,0.86,0.14,0,0,0,916.76,149.24,0,0,0
"duncati01",2001,24,1,"SAS","NBA","PF",82,3174,11.4,12.5,0,0,0,0.61,0.39,0,0,0,1936.14,1237.86
"duncati01",2002,25,2,"SAS","NBA","PF",82,3329,8.7,9.4,0,0,0,0.61,0.39,0,0,0,2030.69,1298.31
"duncati01",2003,26,3,"SAS","NBA","PF",81,3181,9.1,14.7,0,0,0,0.57,0.43,0,0,0,1813.17,1367.83
"duncati01",2004,27,4,"SAS","NBA","PF",69,2527,11.2,8.5,0,0,0,0.57,0.43,0,0,0,1440.39,1086.61
"duncati01",2005,28,5,"SAS","NBA","PF",66,2203,16.9,17.8,0,0,0,0.47,0.53,0,0,0,1035.41,1167.59
"duncati01",2006,29,6,"SAS","NBA","PF",80,2784,9.4,4.2,0,0,0,0.71,0.29,0,0,0,1976.64,807.36
"duncati01",2007,30,7,"SAS","NBA","C",80,2726,13.8,14.5,0,0,0,0.29,0.71,0,0,0,790.54,1935.46
"duncati01",2008,31,8,"SAS","NBA","C",78,2651,8.2,8.4,0,0,0,0.06,0.94,0,0,0,159.06,2491.94
"duncati01",2009,32,9,"SAS","NBA","C",75,2524,4.3,1,0,0,0,0,1,0,0,0,0,2524
"duncati01",2010,33,10,"SAS","NBA","C",78,2438,7.6,4.8,0,0,0,0,1,0,0,0,0,2438
"duncati01",2011,34,11,"SAS","NBA","C",76,2156,9.9,7.5,0,0,0,0,1,0,0,0,0,2156
"duncati01",2012,35,12,"SAS","NBA","C",58,1634,8.8,1.8,0,0,0,0,1,0,0,0,0,1634
"duncati01",2013,36,13,"SAS","NBA","C",69,2078,10.5,7.7,0,0,0,0,1,0,0,0,0,2078
"duncati01",2014,37,14,"SAS","NBA","C",74,2158,6.7,-3.2,0,0,0,0,1,0,0,0,0,2158
"duncati01",2015,38,15,"SAS","NBA","C",77,2227,6.8,0.6,0,0,0,0,1,0,0,0,0,2227
"duncati01",2016,39,16,"SAS","NBA","C",61,1536,14.1,4.2,0,0,0,0.01,0.99,0,0,0,15.36,1520.64
"thomati01",2001,23,1,"MIL","NBA","PF",76,2086,6.4,4.8,0,0,0.13,0.68,0.19,0,0,271.18,1418.48,396.34
"thomati01",2002,24,2,"MIL","NBA","SF",74,1987,0.7,1.8,0,0,0.5,0.49,0.01,0,0,993.5,973.63,19.87
"thomati01",2003,25,3,"MIL","NBA","SF",80,2358,-0.8,-3.3,0,0.01,0.7,0.29,0,0,23.58,1650.6,683.82,0
"thomati01",2004,26,4,"TOT","NBA","SF",66,2089,0.9,1.4,0,0,0.89,0.1,0,0,0,1859.21,208.9,0
"thomati01",2004,26,4,"MIL","NBA","SF",42,1343,1.8,0.7,0,0,0.88,0.11,0.01,0,0,1181.84,147.73,13.43
"thomati01",2004,26,4,"NYK","NBA","SF",24,746,-0.7,1.1,0,0,0.91,0.09,0,0,0,678.86,67.14,0
"thomati01",2005,27,5,"NYK","NBA","SF",71,1940,-5.2,-4.5,0,0,0.81,0.18,0.01,0,0,1571.4,349.2,19.4
"thomati01",2006,28,6,"TOT","NBA","PF-SF",29,666,0.6,-3.2,0,0,0.01,0.14,0.85,0,0,6.66,93.24,566.1
"thomati01",2006,28,6,"CHI","NBA","SF",3,32,17.1,16.3,0,0,0.27,0.73,0,0,0,8.64,23.36,0
"thomati01",2006,28,6,"PHO","NBA","PF",26,634,-0.2,-7.4,0,0,0,0.11,0.89,0,0,0,69.74,564.26
"thomati01",2007,29,7,"LAC","NBA","PF",76,2054,4.2,9.8,0,0,0,0.44,0.56,0,0,0,903.76,1150.24
"thomati01",2008,30,8,"LAC","NBA","PF",63,1940,-6.9,2.7,0,0,0.01,0.84,0.16,0,0,19.4,1629.6,310.4
"thomati01",2009,31,9,"TOT","NBA","PF",64,1247,0.8,5.7,0,0,0.04,0.67,0.29,0,0,49.88,835.49,361.63
"thomati01",2009,31,9,"LAC","NBA","PF",10,220,-22.1,-12.8,0,0,0.01,0.98,0.01,0,0,2.2,215.6,2.2
"thomati01",2009,31,9,"NYK","NBA","PF",36,773,1.9,5.8,0,0,0,0.54,0.46,0,0,0,417.42,355.58
"thomati01",2009,31,9,"CHI","NBA","PF",18,254,17.1,18.4,0,0,0.18,0.82,0,0,0,45.72,208.28,0
"thomati01",2010,32,10,"DAL","NBA","SF",18,285,-3.5,-6.9,0,0,0.27,0.68,0.05,0,0,76.95,193.8,14.25
"guglito01",2001,31,1,"PHO","NBA","PF",57,1159,2.8,0.6,0,0,0,0.32,0.68,0,0,0,370.88,788.12
"guglito01",2002,32,2,"PHO","NBA","PF",44,1129,-1.9,-1.6,0,0,0,0.63,0.37,0,0,0,711.27,417.73
"guglito01",2003,33,3,"PHO","NBA","PF",27,447,-7.5,-9.8,0,0,0.01,0.97,0.02,0,0,4.47,433.59,8.94
"guglito01",2004,34,4,"TOT","NBA","PF",55,819,-9.1,-6.9,0,0,0.05,0.9,0.06,0,0,40.95,737.1,49.14
"guglito01",2004,34,4,"PHO","NBA","PF",30,304,-13.7,-10.4,0,0,0.13,0.83,0.04,0,0,39.52,252.32,12.16
"guglito01",2004,34,4,"UTA","NBA","PF",25,515,-6.1,-5.2,0,0,0,0.94,0.06,0,0,0,484.1,30.9
"guglito01",2005,35,5,"TOT","NBA","PF",47,966,-11.7,-7.9,0,0,0,0.74,0.26,0,0,0,714.84,251.16
"guglito01",2005,35,5,"BOS","NBA","PF",20,218,-11.2,-12.8,0,0,0,0.84,0.16,0,0,0,183.12,34.88
"guglito01",2005,35,5,"ATL","NBA","PF",27,748,-11.8,-1.4,0,0,0,0.71,0.29,0,0,0,531.08,216.92
"kukocto01",2001,32,1,"TOT","NBA","SF",65,1597,4.1,5.9,0,0.02,0.51,0.46,0.02,0,31.94,814.47,734.62,31.94
"kukocto01",2001,32,1,"PHI","NBA","SF",48,979,9.2,6,0,0,0.29,0.69,0.03,0,0,283.91,675.51,29.37
"kukocto01",2001,32,1,"ATL","NBA","SF",17,618,-4,2.2,0,0.05,0.86,0.09,0,0,30.9,531.48,55.62,0
"kukocto01",2002,33,2,"ATL","NBA","SF",59,1494,-2.3,4.1,0,0.02,0.9,0.08,0,0,29.88,1344.6,119.52,0
"kukocto01",2003,34,3,"MIL","NBA","PF",63,1704,7.6,12.3,0,0,0.19,0.72,0.08,0,0,323.76,1226.88,136.32
"kukocto01",2004,35,4,"MIL","NBA","PF",73,1522,2,1.1,0,0,0.07,0.88,0.05,0,0,106.54,1339.36,76.1
"kukocto01",2005,36,5,"MIL","NBA","SF",53,1099,-1.1,2.9,0,0,0.62,0.38,0,0,0,681.38,417.62,0
"kukocto01",2006,37,6,"MIL","NBA","PF",65,1018,-3,-2.3,0,0,0.12,0.87,0.01,0,0,122.16,885.66,10.18
"allento01",2005,23,1,"BOS","NBA","SG",77,1262,7,8.8,0.04,0.93,0.04,0,0,50.48,1173.66,50.48,0,0
"allento01",2006,24,2,"BOS","NBA","PG",51,978,-2.4,-1,0.21,0.74,0.05,0,0,205.38,723.72,48.9,0,0
"allento01",2007,25,3,"BOS","NBA","SG",33,805,-2.1,2.3,0,0.79,0.2,0.01,0,0,635.95,161,8.05,0
"allento01",2008,26,4,"BOS","NBA","SG",75,1373,9.8,-2.7,0.05,0.89,0.06,0,0,68.65,1221.97,82.38,0,0
"allento01",2009,27,5,"BOS","NBA","SG",46,887,6.7,-2.2,0,0.81,0.19,0,0,0,718.47,168.53,0,0
"allento01",2010,28,6,"BOS","NBA","SG",54,889,1.4,-3.5,0.09,0.83,0.09,0,0,80.01,737.87,80.01,0,0
"allento01",2011,29,7,"MEM","NBA","SG",72,1494,4,2.6,0.19,0.81,0,0,0,283.86,1210.14,0,0,0
"allento01",2012,30,8,"MEM","NBA","SG",58,1525,6.6,8.3,0.08,0.92,0,0,0,122,1403,0,0,0
"allento01",2013,31,9,"MEM","NBA","SG",79,2109,7.5,5.9,0.01,0.89,0.1,0,0,21.09,1877.01,210.9,0,0
"allento01",2014,32,10,"MEM","NBA","SG",55,1278,5.3,4.8,0.23,0.74,0.03,0,0,293.94,945.72,38.34,0,0
"allento01",2015,33,11,"MEM","NBA","SG",63,1648,10.3,11.7,0.07,0.92,0.01,0,0,115.36,1516.16,16.48,0,0
"allento01",2016,34,12,"MEM","NBA","SG",64,1620,-0.7,2.7,0.06,0.93,0.02,0,0,97.2,1506.6,32.4,0,0
"allento01",2017,35,13,"MEM","NBA","SG",71,1914,1.4,1.3,0.02,0.77,0.21,0,0,38.28,1473.78,401.94,0,0
"allento01",2018,36,14,"NOP","NBA","SF",22,273,3.4,1.7,0,0.18,0.73,0.09,0,0,49.14,199.29,24.57,0
"battito01",2001,24,1,"BOS","NBA","C",40,845,-1.9,0.7,0,0,0,0.06,0.94,0,0,0,50.7,794.3
"battito01",2002,25,2,"BOS","NBA","C",74,1819,4.8,4.7,0,0,0,0.01,0.99,0,0,0,18.19,1800.81
"battito01",2003,26,3,"BOS","NBA","C",67,1683,5.5,10.1,0,0,0,0,1,0,0,0,0,1683
"battito01",2004,27,4,"TOT","NBA","C",73,1478,-2.1,0.1,0,0,0,0.36,0.64,0,0,0,532.08,945.92
"battito01",2004,27,4,"BOS","NBA","C",23,501,-4,-3,0,0,0,0.27,0.74,0,0,0,135.27,370.74
"battito01",2004,27,4,"CLE","NBA","C",50,977,-1.1,2.5,0,0,0,0.41,0.59,0,0,0,400.57,576.43
"battito01",2005,28,5,"ORL","NBA","C",81,1894,-3.8,-2.1,0,0,0,0.13,0.87,0,0,0,246.22,1647.78
"battito01",2006,29,6,"ORL","NBA","C",82,2215,-2.5,-3.1,0,0,0,0.09,0.91,0,0,0,199.35,2015.65
"battito01",2007,30,7,"ORL","NBA","PF",66,1575,0.4,-1.1,0,0,0,0.94,0.06,0,0,0,1480.5,94.5
"battito01",2009,32,8,"ORL","NBA","PF",77,1202,6,-2.5,0,0,0,0.72,0.28,0,0,0,865.44,336.56
"battito01",2010,33,9,"NJN","NBA","C",15,134,-19.8,-10,0,0,0,0.22,0.78,0,0,0,29.48,104.52
"battito01",2011,34,10,"PHI","NBA","C",38,377,-5.7,-8.1,0,0,0,0.03,0.98,0,0,0,11.31,369.46
"battito01",2012,35,11,"PHI","NBA","C",27,295,8.2,3.8,0,0,0,0.08,0.92,0,0,0,23.6,271.4
"bobbito01",2005,25,1,"LAL","NBA","SG",2,12,-14.4,-10.9,0.05,0.95,0,0,0,0.6,11.4,0,0,0
"delkto01",2001,27,1,"PHO","NBA","SG",82,2288,2.1,-0.7,0.07,0.83,0.1,0,0,160.16,1899.04,228.8,0,0
"delkto01",2002,28,2,"TOT","NBA","SG",63,1447,4.1,4.1,0.38,0.62,0,0,0,549.86,897.14,0,0,0
"delkto01",2002,28,2,"PHO","NBA","SG",41,877,3,5,0.38,0.62,0,0,0,333.26,543.74,0,0,0
"delkto01",2002,28,2,"BOS","NBA","SG",22,570,5.6,3.9,0.39,0.61,0,0,0,222.3,347.7,0,0,0
"delkto01",2003,29,3,"BOS","NBA","PG",67,1873,-1.3,-1.9,0.99,0.01,0,0,0,1854.27,18.73,0,0,0
"delkto01",2004,30,4,"DAL","NBA","SG",33,509,-4.5,-10.7,0.39,0.61,0,0,0,198.51,310.49,0,0,0
"delkto01",2005,31,5,"ATL","NBA","SG",56,1340,-8.5,3.2,0.42,0.58,0,0,0,562.8,777.2,0,0,0
"delkto01",2006,32,6,"TOT","NBA","PG-SG",24,385,-2.3,-3.7,0.61,0.39,0,0,0,234.85,150.15,0,0,0
"delkto01",2006,32,6,"ATL","NBA","SG",1,7,6.3,11.6,1,0,0,0,0,7,0,0,0,0
"delkto01",2006,32,6,"DET","NBA","PG",23,378,-2.5,-11.7,0.6,0.4,0,0,0,226.8,151.2,0,0,0
"masseto01",2001,33,1,"VAN","NBA","PF",52,823,-7.2,-1.4,0,0,0.02,0.57,0.42,0,0,16.46,469.11,345.66
"masseto01",2002,34,2,"MEM","NBA","PF",73,1247,-13.8,-8.1,0,0,0.06,0.89,0.05,0,0,74.82,1109.83,62.35
"masseto01",2003,35,3,"UTA","NBA","C",58,792,-5.9,-11.2,0,0,0,0.06,0.94,0,0,0,47.52,744.48
"masseto01",2004,36,4,"SAC","NBA","PF",59,789,-8.2,-17,0,0,0.05,0.91,0.04,0,0,39.45,717.99,31.56
"masseto01",2005,37,5,"SAS","NBA","PF",61,699,-3.9,-15.5,0,0,0.01,0.49,0.5,0,0,6.99,342.51,349.5
"parketo01",2002,19,1,"SAS","NBA","PG",77,2267,4.7,-5.7,1,0,0,0,0,2267,0,0,0,0
"parketo01",2003,20,2,"SAS","NBA","PG",82,2774,8.6,8.4,0.99,0.01,0,0,0,2746.26,27.74,0,0,0
"parketo01",2004,21,3,"SAS","NBA","PG",75,2577,8.3,0.6,1,0,0,0,0,2577,0,0,0,0
"parketo01",2005,22,4,"SAS","NBA","PG",80,2735,9.5,1.7,0.99,0.01,0,0,0,2707.65,27.35,0,0,0
"parketo01",2006,23,5,"SAS","NBA","PG",80,2715,10.4,7.3,0.92,0.08,0,0,0,2497.8,217.2,0,0,0
"parketo01",2007,24,6,"SAS","NBA","PG",77,2499,10.4,3.1,0.99,0.01,0,0,0,2474.01,24.99,0,0,0
"parketo01",2008,25,7,"SAS","NBA","PG",69,2312,7.8,5.8,0.96,0.04,0,0,0,2219.52,92.48,0,0,0
"parketo01",2009,26,8,"SAS","NBA","PG",72,2456,6.1,5.5,1,0,0,0,0,2456,0,0,0,0
"parketo01",2010,27,9,"SAS","NBA","PG",56,1728,6.2,0.9,1,0,0,0,0,1728,0,0,0,0
