SEASON,SCHOOL,CONFERENCE,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,PLAYER,SPORTS_REF_ID
2010-11,Texas,Big 12,36,36,1159,25.6,0.55,0.522,0.424,0.221,612,7,18.5,12.9,14.6,1.6,1.8,11.2,29.1,4,2.7,6.7,0.231,7.2,3.3,10.4,Jordan Hamilton,jordan-hamilton-2
Career,Texas,,70,36,1835,23.3,0.538,0.516,0.461,0.218,928,6.4,16.8,11.7,14.2,1.8,1.8,11.7,27.7,5.5,3.9,9.4,0.205,7.2,3.3,10.4,Jordan Hamilton,jordan-hamilton-2
2006-07,Arizona,Pac-10,29,12,409,,0.615,0.652,0,0.528,,,,16.8,1.4,,4.1,15.9,15.9,0.8,0.9,1.8,0.175,,,,Jordan Hill,jordan-hill-1
2007-08,Arizona,Pac-10,34,33,1001,,0.636,0.62,0,0.404,,,,17.2,6.3,,4,16.9,23.2,3.3,1.9,5.2,0.21,,,,Jordan Hill,jordan-hill-1
2008-09,Arizona,Pac-10,34,34,1213,,0.56,0.537,0,0.382,,,,19,9.6,,3.9,14.9,28.2,3,2.1,5.1,0.167,,,,Jordan Hill,jordan-hill-1
Career,Arizona,,97,79,2623,,0.593,0.578,0,0.405,,,,18,7,,4,15.7,24.4,7.1,5,12.1,0.185,,,,Jordan Hill,jordan-hill-1
2011-12,Furman,Southern,27,13,565,10.8,0.465,0.418,0.363,0.39,170,4.2,17.5,10.4,18.3,1.6,0.8,21,20.3,0.2,0.6,0.8,0.059,-3.1,-0.6,-3.6,Jordan Loyd,jordan-loyd-1
2012-13,Furman,Southern,1,0,23,11.9,0.314,0.25,0.25,1.25,6,0,28.9,13.7,36.6,0,0,0,14.9,0,0,0,0.045,-4.6,-4.7,-9.3,Jordan Loyd,jordan-loyd-1
Career,Furman,,28,13,588,10.8,0.46,0.413,0.36,0.413,176,4,17.9,10.5,19.1,1.6,0.7,20.4,20.1,0.2,0.6,0.9,0.058,-3.1,-0.7,-3.8,Jordan Loyd,jordan-loyd-1
2010-11,Tennessee,SEC,10,0,53,7.1,0.372,0.342,0.474,0.579,16,4.2,12.9,8.5,0,2.2,8.7,17.1,27.4,-0.1,0.1,0,-0.019,-7.7,0.9,-6.9,Jordan McRae,jordan-mcrae-1
2011-12,Tennessee,SEC,34,15,738,15.8,0.497,0.453,0.463,0.307,277,2.6,13.6,8.1,15.6,1.7,3.6,14.5,24.4,1,1,2,0.108,1.2,2.2,3.4,Jordan McRae,jordan-mcrae-1
2012-13,Tennessee,SEC,33,22,1107,19,0.546,0.498,0.42,0.381,477,3.4,12.2,7.6,14.6,1.5,2.7,16.4,27.2,2.5,1.3,3.8,0.137,4.1,1.3,5.4,Jordan McRae,jordan-mcrae-1
2013-14,Tennessee,SEC,37,37,1190,24,0.565,0.513,0.439,0.414,623,2.6,10,6.3,17.6,1.3,3.3,11.2,30.4,4.3,2,6.2,0.21,7.1,1.3,8.4,Jordan McRae,jordan-mcrae-1
Career,Tennessee,,114,74,3088,20,0.541,0.492,0.439,0.382,1393,2.9,11.7,7.2,15.7,1.5,3.3,13.8,27.8,7.6,4.4,12,0.156,4.4,1.5,5.9,Jordan McRae,jordan-mcrae-1
2013-14,LSU,SEC,34,34,1116,19.8,0.566,0.534,0.016,0.407,407,7.5,18,12.8,6.3,1.1,9.2,16.9,19.9,1.6,2,3.6,0.129,-0.1,5.7,5.6,Jordan Mickey,jordan-mickey-1
2014-15,LSU,SEC,31,31,1081,21.7,0.533,0.505,0.024,0.388,454,10.5,19.6,15.3,7.6,1.5,9.6,18.4,25,1.2,2.6,3.9,0.143,-0.8,6.3,5.5,Jordan Mickey,jordan-mickey-1
Career,LSU,,65,65,2197,20.8,0.548,0.519,0.02,0.397,861,8.9,18.8,14,7,1.3,9.4,17.7,22.4,2.8,4.7,7.5,0.136,-0.4,6,5.6,Jordan Mickey,jordan-mickey-1
2010-11,Ohio State,Big Ten,25,0,209,7.4,0.376,0.355,0.516,0.242,56,4.8,10.1,7.5,11.2,3,0.5,15.8,20.9,-0.1,0.4,0.3,0.063,-1,2.9,1.8,Jordan Sibert,jordan-sibert-1
2011-12,Ohio State,Big Ten,24,2,273,8.6,0.405,0.386,0.633,0.228,71,2.2,13.3,7.5,11.2,2.4,0.4,13.8,18.8,0,0.6,0.6,0.084,0.3,3,3.3,Jordan Sibert,jordan-sibert-1
2013-14,Dayton,A-10,37,34,963,19,0.606,0.584,0.604,0.322,393,1.8,8.8,5.3,12,1.9,0.5,11,22.7,2.7,1.2,3.9,0.16,6.2,-0.3,6,Jordan Sibert,jordan-sibert-1
2014-15,Dayton,A-10,36,35,1215,21.4,0.609,0.559,0.59,0.474,513,0.9,10.8,6.1,14.1,3.2,0.5,12,25,3.3,2.4,5.7,0.188,6,1.6,7.6,Jordan Sibert,jordan-sibert-1
Career,Overall,,122,71,2660,18.1,0.574,0.538,0.594,0.377,1033,1.6,10.3,6.1,12.8,2.6,0.5,12.1,23.2,5.9,4.5,10.5,0.158,4.9,1.2,6.1,Jordan Sibert,jordan-sibert-1
2009-10,Maryland,ACC,33,31,817,20.4,0.521,0.512,0,0.492,306,13,23.2,18.4,1.5,1.7,3.7,9.3,19.8,1.8,1.9,3.6,0.177,,,,Jordan Williams,jordan-williams-1
2010-11,Maryland,ACC,33,33,1073,25.2,0.552,0.538,0,0.576,512,12.6,26,19.5,3.9,1.2,4.1,9.5,24.5,3.1,2.6,5.7,0.211,2,3.1,5.1,Jordan Williams,jordan-williams-1
Career,Maryland,,66,64,1890,23.2,0.54,0.528,0,0.544,818,12.8,24.8,19,2.8,1.4,3.9,9.4,22.5,4.9,4.4,9.3,0.197,2,3.1,5.1,Jordan Williams,jordan-williams-1
2008-09,California,Pac-10,33,0,618,,0.516,0.484,0.206,0.421,,,,10.8,16.4,,0.1,25.6,17.3,0.5,0.8,1.3,0.082,,,,Jorge Gutierrez,jorge-gutierrez-1
2009-10,California,Pac-10,30,13,641,13,0.51,0.481,0.298,0.481,193,3.7,12.5,8.3,21,2.6,0.3,21.5,16.1,0.8,0.9,1.7,0.106,,,,Jorge Gutierrez,jorge-gutierrez-1
2010-11,California,Pac-10,33,33,1104,18.6,0.545,0.463,0.313,0.578,500,2.3,10.8,6.8,27.9,2.8,0.8,18.4,25.2,2.3,1.1,3.4,0.124,4,2.1,6.1,Jorge Gutierrez,jorge-gutierrez-1
2011-12,California,Pac-12,33,33,1062,18.7,0.521,0.479,0.215,0.342,445,4,16.9,10.5,25.2,2.2,0.4,15.9,24.2,2.1,2.1,4.2,0.159,3.2,3.4,6.6,Jorge Gutierrez,jorge-gutierrez-1
Career,California,,129,79,3425,17.4,0.528,0.474,0.261,0.457,1139,3.2,13.5,8.9,23.7,2.5,0.5,19,21.8,5.7,4.9,10.6,0.124,3.6,2.7,6.3,Jorge Gutierrez,jorge-gutierrez-1
2004-05,Washington State,Pac-10,27,0,311,,0.399,0.4,0.7,0.046,,,,7.4,11.7,,0.5,10.7,27.2,-0.6,0.5,-0.1,-0.016,,,,Josh Akognon,josh-akognon-1
2005-06,Washington State,Pac-10,28,13,662,,0.548,0.523,0.612,0.182,,,,6.5,16.6,,0.7,13.5,25.8,1.5,0.9,2.4,0.144,,,,Josh Akognon,josh-akognon-1
2007-08,Cal State Fullerton,Big West,32,32,1013,,0.612,0.572,0.625,0.252,,,,6,9,,0.3,9.4,27.1,3.9,1.3,5.2,0.204,,,,Josh Akognon,josh-akognon-1
2008-09,Cal State Fullerton,Big West,32,32,1140,,0.555,0.511,0.592,0.239,,,,,,,,10.9,,3.4,0.6,4,0.14,,,,Josh Akognon,josh-akognon-1
Career,Overall,,119,77,3126,,0.56,0.523,0.616,0.217,,,,6.4,12,,0.5,10.8,26.6,8.1,3.3,11.4,0.146,,,,Josh Akognon,josh-akognon-1
2003-04,UConn,Big East,38,37,835,,0.532,0.554,0,0.451,,,,13.3,5,,4.7,12,13.6,0.8,3.1,3.8,0.184,,,,Josh Boone,josh-boone-1
2004-05,UConn,Big East,31,31,915,,0.627,0.609,0,0.539,,,,,,,,17.8,,2.7,3.2,5.9,0.259,,,,Josh Boone,josh-boone-1
2005-06,UConn,Big East,34,32,922,,0.566,0.564,0,0.572,,,,13.4,4.2,,4.7,12,17.6,1.6,2.8,4.4,0.192,,,,Josh Boone,josh-boone-1
Career,UConn,,103,100,2672,,0.58,0.578,0,0.528,,,,13.4,4.6,,4.7,14.2,15.7,5.1,9.1,14.2,0.213,,,,Josh Boone,josh-boone-1
2001-02,Stanford,Pac-10,30,6,645,,0.468,0.449,0.342,0.154,,,,12,7,,1.2,11.9,20.5,0,1.2,1.3,0.08,,,,Josh Childress,josh-childress-1
2002-03,Stanford,Pac-10,33,33,1128,,0.521,0.489,0.366,0.29,,,,13.1,12.6,,2.8,12.7,22.1,1.4,3.3,4.8,0.169,,,,Josh Childress,josh-childress-1
2003-04,Stanford,Pac-10,23,18,685,,0.602,0.555,0.339,0.374,,,,15.1,18.5,,4,14.6,25.8,2.5,2.7,5.1,0.299,,,,Josh Childress,josh-childress-1
Career,Stanford,,86,57,2458,,0.532,0.497,0.352,0.278,,,,13.4,12.8,,2.7,13.1,22.7,3.9,7.2,11.2,0.182,,,,Josh Childress,josh-childress-1
1998-99,Wyoming,WAC,27,,590,,0.518,0.508,0.268,0.268,,,,,,,,,,0.6,1.8,2.5,0.166,,,,Josh Davis,josh-davis-1
1999-00,Wyoming,MWC,31,,842,,0.552,0.534,0.157,0.296,,,,,,,,,,1.8,3.1,4.9,0.232,,,,Josh Davis,josh-davis-1
2000-01,Wyoming,MWC,30,30,851,,0.552,0.511,0.256,0.388,,,,,,,,12.9,,1.7,2.8,4.5,0.214,,,,Josh Davis,josh-davis-1
2001-02,Wyoming,MWC,31,30,848,,0.557,0.545,0.16,0.448,,,,,,,,13.6,,1.7,2.7,4.4,0.206,,,,Josh Davis,josh-davis-1
Career,Wyoming,,119,60,3131,,0.547,0.526,0.204,0.353,,,,,,,,13.2,,5.9,10.4,16.3,0.208,,,,Josh Davis,josh-davis-1
2012-13,Texas Tech,Big 12,31,31,828,11.3,0.432,0.389,0.274,0.305,308,2.9,9.3,5.8,26.5,4.3,0.3,23.2,26.4,-0.6,0.6,-0.1,-0.004,-1.7,-0.3,-2,Josh Gray,josh-gray-1
2014-15,LSU,SEC,31,20,770,9.5,0.45,0.429,0.244,0.276,253,1.9,7,4.6,27.9,2.3,0.1,24.8,20.8,-0.2,1.2,1,0.051,-2,0,-2,Josh Gray,josh-gray-1
2015-16,LSU,SEC,32,9,496,12.5,0.489,0.465,0.239,0.252,178,1.7,12.6,7.2,21.4,3.4,0.2,20.5,21.5,0,0.6,0.7,0.053,-1.2,0.9,-0.3,Josh Gray,josh-gray-1
Career,Overall,,94,60,2094,10.9,0.451,0.42,0.256,0.283,739,2.3,9.2,5.7,25.8,3.4,0.2,23.1,23.2,-0.8,2.3,1.6,0.03,-1.7,0.1,-1.6,Josh Gray,josh-gray-1
2008-09,Kentucky,SEC,34,2,315,,0.512,0.471,0.146,0.35,,,,15.7,5.7,,4.9,17.8,22.9,0.3,0.6,0.9,0.118,,,,Josh Harrellson,josh-harrellson-1
2009-10,Kentucky,SEC,22,0,88,16.7,0.519,0.5,0.154,0.077,26,11.7,20.6,16.5,0,1.3,8,18.2,17.8,0.1,0.2,0.3,0.139,,,,Josh Harrellson,josh-harrellson-1
2010-11,Kentucky,SEC,38,38,1083,22.3,0.616,0.615,0.048,0.269,324,15.2,18.9,17.1,5.1,2,5.2,10.7,12.5,3.2,2.3,5.5,0.204,5.4,6,11.4,Josh Harrellson,josh-harrellson-1
Career,Kentucky,,94,40,1486,21.9,0.576,0.562,0.086,0.279,350,14.9,19.1,16.8,4.9,1.9,5.3,13.6,15,3.6,3.2,6.8,0.182,5.4,6,11.4,Josh Harrellson,josh-harrellson-1
2013-14,Villanova,Big East,34,1,728,18.6,0.603,0.575,0.477,0.552,263,10.2,13.7,12,8.1,1.5,1.4,8,16.7,2.2,1.3,3.5,0.193,5.2,2.7,7.9,Josh Hart,josh-hart-1
2014-15,Villanova,Big East,36,2,917,22.2,0.636,0.622,0.465,0.402,350,9,12.1,10.6,11.6,2.7,1.7,11.7,18.9,3.2,1.9,5,0.219,7.5,4.1,11.6,Josh Hart,josh-hart-1
2015-16,Villanova,Big East,40,39,1255,23.4,0.602,0.575,0.344,0.306,585,7.6,17.2,12.8,12.4,2.2,0.9,11.4,24.3,4,2.7,6.7,0.214,6.2,3.8,10,Josh Hart,josh-hart-1
2016-17,Villanova,Big East,36,35,1193,28.2,0.619,0.59,0.395,0.367,648,5.8,17.6,12.2,18.8,2.9,1,11.5,27.8,5.1,2.6,7.7,0.257,8.2,4,12.1,Josh Hart,josh-hart-1
Career,Villanova,,146,77,4093,23.7,0.614,0.589,0.401,0.377,1846,7.8,15.5,12,13.3,2.4,1.2,11,22.7,14.4,8.5,22.9,0.224,6.9,3.7,10.6,Josh Hart,josh-hart-1
1999-00,Wake Forest,ACC,36,,896,,0.503,0.482,0.151,0.388,,,,,,,,15.6,,0.9,3,3.9,0.175,,,,Josh Howard,josh-howard-1
2000-01,Wake Forest,ACC,29,28,790,,0.555,0.521,0.158,0.445,,,,,,,,15.5,,1.8,2.9,4.7,0.238,,,,Josh Howard,josh-howard-1
2001-02,Wake Forest,ACC,31,26,848,,0.561,0.543,0.234,0.294,,,,,,,,14.9,,1.9,1.4,3.3,0.157,,,,Josh Howard,josh-howard-1
2002-03,Wake Forest,ACC,31,31,1002,,0.593,0.539,0.332,0.407,,,,14,13.4,,3.2,13.8,28,3.6,3.5,7,0.281,,,,Josh Howard,josh-howard-1
Career,Wake Forest,,127,85,3536,,0.558,0.524,0.231,0.383,,,,14,13.4,,3.2,14.8,28,8.1,10.9,19,0.215,,,,Josh Howard,josh-howard-1
2010-11,Stanford,Pac-10,28,0,276,13.6,0.488,0.455,0.182,0.364,69,11.7,12.9,12.3,5.1,0.7,2.9,9.8,13.5,0.4,0.4,0.8,0.112,0.3,2,2.4,Josh Huestis,josh-huestis-1
2011-12,Stanford,Pac-12,37,5,742,16.4,0.485,0.473,0.257,0.443,211,9.9,20.2,14.7,8.5,1.4,6.4,11.8,15.5,1.1,1.6,2.7,0.147,1,6.2,7.2,Josh Huestis,josh-huestis-1
2012-13,Stanford,Pac-12,34,34,1092,19.8,0.526,0.503,0.255,0.268,363,11.2,23.1,16.7,5.7,1.4,6.2,12.4,17.8,2.1,2,4.1,0.149,2.4,5.3,7.7,Josh Huestis,josh-huestis-1
2013-14,Stanford,Pac-12,36,36,1266,17.3,0.51,0.488,0.223,0.295,413,8.8,18.4,13.7,6.8,1,5.9,9.8,18,1.9,2.1,4,0.126,1.4,4.7,6.1,Josh Huestis,josh-huestis-1
Career,Stanford,,135,75,3376,17.6,0.509,0.489,0.238,0.318,1056,10,19.9,14.8,6.7,1.2,5.9,11.1,17,5.5,6,11.6,0.137,1.5,5,6.6,Josh Huestis,josh-huestis-1
2016-17,Kansas,Big 12,35,35,1077,24.2,0.559,0.552,0.21,0.403,571,8.7,17.5,13.3,18.2,3.1,3.5,15.9,27.2,2.7,2.2,4.9,0.18,5.1,5.7,10.7,Josh Jackson,josh-jackson-2
Career,Kansas,,35,35,1077,24.2,0.559,0.552,0.21,0.403,571,8.7,17.5,13.3,18.2,3.1,3.5,15.9,27.2,2.7,2.2,4.9,0.18,5.1,5.7,10.7,Josh Jackson,josh-jackson-2
2005-06,Duke,ACC,36,31,883,,0.636,0.618,0.068,0.611,,,,12.3,11,,3.4,17.2,16.5,2.2,2.1,4.3,0.195,,,,Josh McRoberts,josh-mcroberts-1
2006-07,Duke,ACC,33,32,1164,,0.542,0.509,0.07,0.446,,,,13.7,20.6,,5.2,16.8,21.1,1.8,4.2,6,0.205,,,,Josh McRoberts,josh-mcroberts-1
Career,Duke,,69,63,2047,,0.578,0.549,0.07,0.507,,,,13.1,16.5,,4.4,17,19.1,4,6.2,10.3,0.201,,,,Josh McRoberts,josh-mcroberts-1
2016-17,Georgia Tech,ACC,37,37,1141,20.7,0.549,0.486,0.171,0.563,547,5.6,13.5,9.8,12.1,2.4,2.5,12.4,27.6,2.3,2.2,4.5,0.158,2.1,2.7,4.8,Josh Okogie,josh-okogie-1
2017-18,Georgia Tech,ACC,24,24,873,22.3,0.55,0.475,0.313,0.506,421,7.3,13.1,10.2,15.6,2.9,2.8,13.3,27.3,2.1,1.3,3.4,0.156,4.8,2,6.8,Josh Okogie,josh-okogie-1
Career,Georgia Tech,,61,61,2014,21.4,0.55,0.481,0.231,0.539,968,6.4,13.3,10,13.6,2.6,2.6,12.8,27.4,4.4,3.5,7.9,0.157,3.3,2.4,5.7,Josh Okogie,josh-okogie-1
2001-02,NC State,ACC,34,29,662,,0.568,0.533,0.078,0.406,,,,12,9.5,,3.4,20.7,20.5,1.2,1.9,3.1,0.189,,,,Josh Powell,josh-powell-1
2002-03,NC State,ACC,31,31,838,,0.624,0.589,0.095,0.472,,,,12.2,8.6,,3.7,19.8,23.9,2.7,1.3,4,0.191,,,,Josh Powell,josh-powell-1
Career,NC State,,65,60,1500,,0.601,0.566,0.088,0.444,,,,12.1,9,,3.6,20.1,22.4,4,3.2,7.1,0.19,,,,Josh Powell,josh-powell-1
2011-12,Tennessee,SEC,34,9,543,6.4,0.426,0.397,0.373,0.245,103,4,6.4,5.2,8.5,2,3.5,21.9,14.1,-0.2,0.7,0.5,0.033,-2.2,3.5,1.3,Josh Richardson,josh-richardson-2
2012-13,Tennessee,SEC,33,33,1013,13.7,0.526,0.491,0.199,0.37,261,4.8,13,8.8,10.8,2.2,2.4,18.1,15.9,1.2,1.4,2.6,0.101,1.6,3.7,5.3,Josh Richardson,josh-richardson-2
2013-14,Tennessee,SEC,37,36,1124,16.3,0.57,0.532,0.341,0.297,348,3.1,8,5.5,10,1.5,2.8,10,17.3,2.6,1.8,4.4,0.155,4.1,2.9,7,Josh Richardson,josh-richardson-2
2014-15,Tennessee,SEC,32,32,1162,22.9,0.56,0.519,0.321,0.311,499,2.9,13.2,7.8,24.4,3.8,2,15.7,25.5,3.2,1.4,4.6,0.159,5.8,2,7.8,Josh Richardson,josh-richardson-2
Career,Tennessee,,136,110,3842,16.2,0.542,0.504,0.306,0.312,1210,3.6,10.7,7,14.4,2.5,2.5,15.3,19,6.8,5.2,12,0.125,3.1,2.9,6,Josh Richardson,josh-richardson-2
2010-11,Kansas,Big 12,26,11,530,11.9,0.489,0.461,0.487,0.192,205,2.4,9.7,6.3,17.8,2.3,0.2,20.1,24.4,0.4,0.9,1.3,0.098,0.9,1.9,2.8,Josh Selby,josh-selby-1
Career,Kansas,,26,11,530,11.9,0.489,0.461,0.487,0.192,205,2.4,9.7,6.3,17.8,2.3,0.2,20.1,24.4,0.4,0.9,1.3,0.098,0.9,1.9,2.8,Josh Selby,josh-selby-1
2008-09,UCLA,Pac-10,35,35,950,,0.532,0.504,0.353,0.249,,,,8.9,23.8,,1.7,21.2,19.3,1.2,2.1,3.3,0.138,,,,Jrue Holiday,jrue-holiday-1
Career,UCLA,,35,35,950,,0.532,0.504,0.353,0.249,,,,8.9,23.8,,1.7,21.2,19.3,1.2,2.1,3.3,0.138,,,,Jrue Holiday,jrue-holiday-1
1998-99,Maryland,ACC,34,,505,,0.576,0.536,0.505,0.276,,,,,,,,18.7,,1.4,1.2,2.6,0.203,,,,Juan Dixon,juan-dixon-1
1999-00,Maryland,ACC,35,,1190,,0.549,0.511,0.267,0.283,,,,,,,,18.5,,2.9,2.4,5.2,0.176,,,,Juan Dixon,juan-dixon-1
2000-01,Maryland,ACC,36,36,1098,,0.594,0.548,0.315,0.308,,,,,,,,13.5,,3.6,2.4,6,0.217,,,,Juan Dixon,juan-dixon-1
2001-02,Maryland,ACC,36,36,1209,,0.603,0.555,0.434,0.293,,,,7,15.8,,0.4,12.7,26.1,4.3,2.5,6.8,0.225,,,,Juan Dixon,juan-dixon-1
Career,Maryland,,141,72,4002,,0.582,0.538,0.359,0.292,,,,7,15.8,,0.4,15.4,26.1,12.2,8.4,20.6,0.206,,,,Juan Dixon,juan-dixon-1
2011-12,UTEP,CUSA,31,30,1055,12.2,0.496,0.486,0.205,0.224,315,2.8,10.6,6.8,11.1,1.7,1.3,15.2,22.2,0.4,1.2,1.6,0.06,-1.1,0.5,-0.6,Julian Washburn,julian-washburn-1
2012-13,UTEP,CUSA,32,32,1106,14,0.49,0.461,0.132,0.252,365,3.6,12.4,8,12.3,1.6,1.1,12.9,23.6,1,1.3,2.3,0.082,-1.1,1.1,0,Julian Washburn,julian-washburn-1
2013-14,UTEP,CUSA,34,33,1170,15.8,0.525,0.489,0.347,0.247,417,2.2,8.8,5.8,16.4,1.7,1.2,10.3,21.5,1.9,2,3.9,0.135,1.5,0.5,2,Julian Washburn,julian-washburn-1
2014-15,UTEP,CUSA,33,31,1117,14.3,0.505,0.48,0.343,0.209,341,3.2,10.8,7.2,15.7,1.6,1.8,11.1,18.1,1.6,1.7,3.3,0.118,1,1.5,2.5,Julian Washburn,julian-washburn-1
Career,UTEP,,130,126,4448,14.1,0.505,0.479,0.257,0.235,1439,2.9,10.6,6.9,13.9,1.7,1.4,12.4,21.3,4.9,6.2,11.1,0.1,0.1,0.9,1,Julian Washburn,julian-washburn-1
2005-06,Kansas,Big 12,33,15,663,,0.565,0.564,0.014,0.282,,,,12.5,18.1,,4.4,20.4,22.7,1.4,2.7,4.2,0.252,,,,Julian Wright,julian-wright-1
2006-07,Kansas,Big 12,38,37,1048,,0.566,0.553,0.038,0.344,,,,15.8,14.5,,3.4,18.4,22.8,2.2,4.4,6.6,0.252,,,,Julian Wright,julian-wright-1
Career,Kansas,,71,52,1711,,0.566,0.557,0.028,0.32,,,,14.5,15.9,,3.8,19.2,22.8,3.7,7.1,10.8,0.252,,,,Julian Wright,julian-wright-1
2001-02,NC State,ACC,33,33,907,,0.555,0.506,0.365,0.462,,,,10.7,15.4,,0.8,16.1,20.9,1.6,1.5,3.2,0.139,,,,Julius Hodge,julius-hodge-1
2002-03,NC State,ACC,31,31,1093,,0.573,0.493,0.334,0.586,,,,10.9,22,,1.6,15.4,27,3,1.3,4.3,0.156,,,,Julius Hodge,julius-hodge-1
2003-04,NC State,ACC,31,29,1081,,0.606,0.542,0.193,0.515,,,,11,23.8,,1.7,17,26.9,3.9,2.4,6.3,0.232,,,,Julius Hodge,julius-hodge-1
2004-05,NC State,ACC,34,32,1177,,0.555,0.51,0.138,0.633,,,,11.5,30.3,,1.5,14.6,26.8,2.8,2.3,5.1,0.172,,,,Julius Hodge,julius-hodge-1
Career,NC State,,129,125,4258,,0.573,0.513,0.247,0.557,,,,11.1,23.3,,1.4,15.7,25.6,11.3,7.5,18.7,0.176,,,,Julius Hodge,julius-hodge-1
2013-14,Kentucky,SEC,40,40,1233,24.5,0.567,0.505,0.046,0.739,599,13.3,24.7,19.2,10,1,2.6,16.1,25.4,3.5,2.4,5.9,0.191,4.2,3,7.1,Julius Randle,julius-randle-1
Career,Kentucky,,40,40,1233,24.5,0.567,0.505,0.046,0.739,599,13.3,24.7,19.2,10,1,2.6,16.1,25.4,3.5,2.4,5.9,0.191,4.2,3,7.1,Julius Randle,julius-randle-1
2007-08,UTEP,CUSA,33,25,720,,0.439,0.39,0.415,0.646,,,,10.1,26.3,,0.5,31.8,10.3,-0.1,1.8,1.7,0.095,,,,Julyan Stone,julyan-stone-1
2008-09,UTEP,CUSA,37,36,1247,,0.485,0.407,0.377,0.679,,,,,,,,27.4,,0.5,2.7,3.2,0.102,,,,Julyan Stone,julyan-stone-1
2009-10,UTEP,CUSA,33,33,1015,15,0.524,0.48,0.336,0.617,278,1.3,16.7,9.4,29.3,2.9,1.7,26.1,12.9,1.3,2.4,3.7,0.145,,,,Julyan Stone,julyan-stone-1
2010-11,UTEP,CUSA,35,35,1279,17.3,0.554,0.542,0.252,0.688,374,3.9,18.9,11.8,26.6,2.4,1.9,19.5,13.7,2.3,3,5.3,0.165,2.5,5.1,7.6,Julyan Stone,julyan-stone-1
Career,UTEP,,138,129,4261,16.3,0.512,0.469,0.329,0.662,652,2.8,17.9,10.6,27.5,2.6,1.5,25.2,12.6,3.9,9.9,13.8,0.13,2.5,5.1,7.6,Julyan Stone,julyan-stone-1
1997-98,Georgia,SEC,35,,,,0.545,0.506,0.299,0.292,,,,,,,,,,2.1,2.3,4.4,,,,,Jumaine Jones,jumaine-jones-1
1998-99,Georgia,SEC,30,,1032,,0.539,0.499,0.312,0.379,,,,,,,,12.7,,2.3,1.6,4,0.154,,,,Jumaine Jones,jumaine-jones-1
Career,Georgia,,65,,1032,,0.542,0.502,0.305,0.337,,,,,,,,12.7,,4.5,4,8.4,0.154,,,,Jumaine Jones,jumaine-jones-1
2012-13,Virginia,ACC,35,17,841,19.4,0.523,0.467,0.311,0.42,285,5.1,13.4,9.2,20.2,2.3,6,14.5,20.3,1.7,1.9,3.6,0.17,2.7,5.8,8.4,Justin Anderson,justin-anderson-1
2013-14,Virginia,ACC,37,5,799,15.6,0.516,0.47,0.432,0.403,279,4.2,14.1,9.3,14.8,1.1,4.2,15.4,23.5,1,1.9,2.8,0.141,1.7,4.9,6.5,Justin Anderson,justin-anderson-1
2014-15,Virginia,ACC,26,22,724,23.8,0.61,0.572,0.471,0.371,283,3.1,14.4,9,14,1.6,2.5,10.7,23.3,2.5,1.8,4.4,0.241,7.6,4.6,12.2,Justin Anderson,justin-anderson-1
Career,Virginia,,98,44,2364,19.5,0.549,0.503,0.407,0.398,847,4.2,13.9,9.2,16.5,1.7,4.3,13.6,22.3,5.2,5.5,10.8,0.182,3.8,5.1,8.9,Justin Anderson,justin-anderson-1
2005-06,Washington,Pac-10,33,32,913,,0.55,0.461,0.363,0.611,,,,7.6,21,,0.4,26.1,17,1.2,1.9,3.1,0.135,,,,Justin Dentmon,justin-dentmon-1
2006-07,Washington,Pac-10,32,27,928,,0.512,0.451,0.273,0.39,,,,8.4,21.5,,0.1,23.3,21.1,0.8,1.2,2,0.086,,,,Justin Dentmon,justin-dentmon-1
2007-08,Washington,Pac-10,33,8,799,,0.523,0.479,0.332,0.426,,,,,,,,14.7,,1,1.3,2.3,0.114,,,,Justin Dentmon,justin-dentmon-1
2008-09,Washington,Pac-10,35,35,992,,0.597,0.542,0.433,0.419,,,,,,,,13.5,,3.1,1.9,5,0.202,,,,Justin Dentmon,justin-dentmon-1
Career,Washington,,133,102,3632,,0.55,0.49,0.356,0.448,,,,8,21.2,,0.2,18.9,19.1,6,6.4,12.4,0.136,,,,Justin Dentmon,justin-dentmon-1
2008-09,Iowa State,Big 12,32,18,438,,0.586,0.57,0,0.32,,,,12.5,2.5,,3.1,10.8,16.1,0.8,0.6,1.4,0.132,,,,Justin Hamilton,justin-hamilton-2
2009-10,Iowa State,Big 12,31,31,663,18,0.643,0.617,0,0.583,202,13.9,13.4,13.7,2.9,0.7,4.8,16.4,13.6,1.6,0.9,2.5,0.15,,,,Justin Hamilton,justin-hamilton-2
2011-12,LSU,SEC,33,32,990,22.7,0.553,0.498,0.038,0.428,408,11.8,17.2,14.2,7,1.5,4.7,12.9,22.6,2.6,1.7,4.3,0.172,2.8,3.6,6.5,Justin Hamilton,justin-hamilton-2
Career,Overall,,96,81,2091,20.8,0.58,0.538,0.022,0.443,610,12.6,15.7,13.7,4.8,1.2,4.4,13.4,18.4,5,3.2,8.2,0.157,2.8,3.6,6.5,Justin Hamilton,justin-hamilton-2
2007-08,Richmond,A-10,29,0,249,,0.539,0.55,0.538,0.213,,,,10.2,3.9,,2,12.9,22.4,0.4,0.2,0.6,0.094,,,,Justin Harper,justin-harper-1
