BBREF_ID,SEASON,BLEND,SEASON_PLUS_1,SEASON_PLUS_2,SEASON_PLUS_3,SEASON_PLUS_4,SEASON_PLUS_5,SALARY,SALARY_PROP_CAP,AGE,EXPERIENCE,TEAM,POSITION,GAMES_PLAYED,MINUTES_PLAYED,ON_COURT_PLUS_MINUS,OFF_COURT_PLUS_MINUS,PROP_PG,PROP_SG,PROP_SF,PROP_PF,PROP_C,MINUTES_PG,MINUTES_SG,MINUTES_SF,MINUTES_PF,MINUTES_C,POSITION_MINUTES,POSITION_NUMERIC,ADVANCED_POSITION_CLUSTER,ORPM,DRPM,RPM,WINS
jefferi01,2013-2014,-2.51333333333333,-0.64,-1.8133333333333301,-1.8933333333333302,-3.45333333333333,,11046000.0,0.18824451677772303,33,13,UTA,SF,82,2213,-9.7,-3.9,0.0,0.71,0.29,0.0,0.0,0.0,1571.23,641.77,0.0,0.0,SG,2.29,Wing,-1.93,-1.14,-3.07,-0.96
johnsjo02,2013-2014,1.76666666666667,0.6466666666666671,-0.06,-0.613333333333333,-3.96666666666667,,21466718.0,0.365833057823071,32,13,BRK,SG,79,2575,0.7,4.0,0.01,0.61,0.38,0.01,0.0,25.75,1570.75,978.5,25.75,0.0,SG,2.41,Wing,3.55,-0.8,2.75,7.8
parketo01,2013-2014,1.64,-2.7666666666666697,-0.23333333333333303,-2.10666666666667,-3.8,-3.2933333333333303,12500000.0,0.21302339849009,31,13,SAS,PG,68,1997,6.9,-2.5,0.95,0.05,0.0,0.0,0.0,1897.15,99.85,0.0,0.0,0.0,PG,1.05,Guard,3.11,-0.4,2.71,6.4
randoza01,2013-2014,1.52666666666667,3.53333333333333,-0.926666666666667,-1.6466666666666698,-2.44666666666667,,17800000.0,0.30334531944988796,32,13,MEM,PF,79,2705,3.2,3.4,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,2434.5,270.5,PF,4.1,Big,1.06,1.03,2.09,7.09
wallage01,2013-2014,0.146666666666667,-2.08,,,,,10105855.0,0.172222686139846,31,13,BOS,SF,58,1416,-5.8,-1.0,0.0,0.43,0.55,0.01,0.0,0.0,608.88,778.8,14.16,0.0,SF,2.55,Wing,-2.02,2.39,0.37,2.39
watsoea01,2013-2014,-3.36666666666667,,,,,,1399507.0,0.0238502189880536,34,13,POR,PG,24,161,0.1,-4.0,1.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,PG,1.0,Guard,-1.98,-0.27,-2.25,0.01
bryanko01,2013-2014,-0.4866666666666671,-1.33333333333333,-2.55333333333333,,,,30453805.0,0.51898984304436,35,14,LAL,SG,6,177,-9.6,-3.7,0.27,0.55,0.18,0.0,0.0,47.79,97.35,31.86,0.0,0.0,SG,1.91,Guard,3.87,-1.65,2.22,0.52
anderch01,2013-2014,3.2,0.24,-0.4533333333333329,-0.553333333333333,,,1399507.0,0.0238502189880536,35,12,MIA,C,72,1396,6.6,1.9,0.0,0.0,0.0,0.28,0.72,0.0,0.0,0.0,390.88,1005.12,C,4.72,Big,0.19,3.81,4.0,5.17
cartevi01,2013-2014,3.35333333333333,-1.33333333333333,-1.06,1.2,-0.506666666666667,-1.28666666666667,3180000.0,0.0541931525758789,37,14,DAL,SG,81,1973,2.7,0.5,0.0,0.3,0.7,0.0,0.0,0.0,591.9,1381.1,0.0,0.0,SF,2.7,Wing,2.02,2.46,4.48,8.35
crawfja01,2013-2014,-0.3533333333333329,-1.8533333333333302,-2.40666666666667,-3.16,-4.92,-5.77333333333333,5225000.0,0.0890437805688577,33,14,LAC,SG,69,2094,5.6,-3.1,0.0,0.78,0.22,0.0,0.0,0.0,1633.32,460.68,0.0,0.0,SG,2.22,Wing,1.75,-2.38,-0.63,2.3
boozeca01,2013-2014,-3.88666666666667,-3.8333333333333304,,,,,15300000.0,0.26074063975187,32,12,CHI,PF,76,2141,-1.6,-8.1,0.0,0.0,0.0,0.73,0.27,0.0,0.0,0.0,1562.93,578.07,PF,4.27,Big,-4.11,-0.02,-4.13,-2.28
butleca01,2013-2014,-3.84666666666667,-1.78,-1.97333333333333,,,,8000000.0,0.136334975033658,33,12,TOT,SF,56,1419,-6.1,-6.3,0.0,0.22,0.72,0.06,0.0,0.0,312.18,1021.68,85.14,0.0,SF,2.84,Wing,-1.19,-3.53,-4.72,-2.09
dunlemi02,2013-2014,2.28,2.35333333333333,-2.58666666666667,-2.2066666666666697,,,3183000.0,0.0542442781915166,33,12,CHI,SF,82,2584,3.2,3.2,0.0,0.0,0.98,0.02,0.0,0.0,0.0,2532.32,51.68,0.0,SF,3.02,Wing,1.16,1.91,3.07,8.22
elyme01,2013-2014,-4.16,,,,,,4671956.7875,0.0796188889977675,35,9,NOP,C,2,27,-22.3,-19.9,0.88,0.12,0.0,0.0,0.0,23.76,3.24,0.0,0.0,0.0,PG,1.12,Wing,-1.81,-0.63,-2.44,0.0
goodedr01,2013-2014,-1.6466666666666698,-0.773333333333333,-3.7466666666666697,,,,5913314.28125,0.10077394436254879,32,12,WAS,C,22,395,-3.8,-5.5,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,98.75,296.25,C,4.75,Big,-0.55,-1.47,-2.02,0.07
hilarne01,2013-2014,1.48666666666667,0.2,1.6466666666666698,1.7066666666666699,1.62,0.0866666666666666,13000000.0,0.22154433442969396,31,12,WAS,PF,53,1560,3.3,3.4,0.0,0.0,0.0,0.73,0.27,0.0,0.0,0.0,1138.8,421.2,PF,4.27,Big,-1.99,4.12,2.13,4.31
princta01,2013-2014,-1.6066666666666698,-3.37333333333333,-3.56666666666667,,,,7235955.0,0.12331421803370901,33,12,MEM,SF,76,1948,1.3,-1.5,0.0,0.03,0.94,0.03,0.0,0.0,58.44,1831.12,58.44,0.0,SF,3.0,Wing,-1.46,0.35,-1.11,1.42
salmojo01,2013-2014,-2.02666666666667,-3.55333333333333,,,,,7583000.0,0.12922851446002803,34,12,TOT,SG-SF,78,1726,0.0,-0.3,0.02,0.44,0.54,0.01,0.0,34.52,759.44,932.04,17.26,0.0,SF,2.56,Wing,-1.74,-0.25,-1.99,0.37
stoudam01,2013-2014,-4.64,-1.24666666666667,-0.0133333333333333,,,,21679893.0,0.36946595886092104,31,12,NYK,C,65,1466,-6.5,-8.5,0.0,0.0,0.0,0.58,0.42,0.0,0.0,0.0,850.28,615.72,PF,4.42,Big,-3.25,-2.16,-5.41,-2.58
barnema02,2013-2014,2.06,2.64666666666667,-0.793333333333333,-1.04666666666667,,,3250000.0,0.0553860836074234,33,11,LAC,SF,63,1735,9.5,4.5,0.0,0.01,0.82,0.17,0.0,0.0,17.35,1422.7,294.95,0.0,SF,3.16,Wing,1.95,0.39,2.34,5.24
butlera01,2013-2014,-3.12,-2.4,,,,,4671956.7875,0.0796188889977675,34,11,IND,SG,50,378,-4.7,-10.4,0.05,0.69,0.24,0.02,0.0,18.9,260.82,90.72,7.56,0.0,SG,2.23,Wing,-2.3,-1.93,-4.23,-0.43
scolalu01,2013-2014,-3.2866666666666697,0.146666666666667,-1.25333333333333,-1.09333333333333,,,4508504.0,0.0768333475348932,33,7,IND,PF,82,1399,0.4,-6.7,0.0,0.0,0.0,0.97,0.03,0.0,0.0,0.0,1357.03,41.97,PF,4.03,Big,-3.58,0.55,-3.03,-0.58
pargoja01,2013-2014,-2.34666666666667,-2.1733333333333302,,,,,1399507.0,0.0238502189880536,34,10,CHA,PG,29,242,-12.1,-12.7,0.99,0.01,0.0,0.0,0.0,239.58,2.42,0.0,0.0,0.0,PG,1.01,Guard,-1.13,-2.84,-3.97,-0.24
evansre01,2013-2014,-2.8266666666666698,-1.6733333333333302,,,,,1695635.0,0.0288967944238995,33,12,TOT,PF,54,899,-6.5,-5.1,0.0,0.0,0.0,0.74,0.26,0.0,0.0,0.0,665.26,233.74,PF,4.26,Big,-2.59,0.15,-2.44,-0.05
jamesle01,2013-2014,9.02,8.32,9.56,8.41333333333333,6.5066666666666695,6.24,19067500.0,0.324945892056784,29,11,MIA,PF,77,2902,7.1,6.8,0.0,0.0,0.12,0.83,0.05,0.0,0.0,348.24,2408.66,145.1,PF,3.93,Wing,8.65,0.43,9.08,19.87
anthoca01,2013-2014,3.03333333333333,2.34666666666667,2.36,-0.15333333333333302,-1.77333333333333,-3.48,22407474.0,0.38186530104466704,29,11,NYK,PF,77,2982,1.2,9.0,0.0,0.0,0.38,0.62,0.01,0.0,0.0,1133.16,1848.84,29.82,PF,3.67,Wing,3.77,-1.02,2.75,8.93
boshch01,2013-2014,2.2866666666666697,0.42,2.07333333333333,,,,19067500.0,0.324945892056784,29,11,MIA,C,79,2531,9.0,10.1,0.0,0.0,0.0,0.06,0.94,0.0,0.0,0.0,151.86,2379.14,C,4.94,Big,0.14,3.04,3.18,8.41
collini01,2013-2014,4.01333333333333,0.9,-1.3,-1.30666666666667,-2.4,,2585668.0,0.044064622778165995,33,10,OKC,PF,81,1353,11.9,7.7,0.0,0.0,0.1,0.49,0.41,0.0,0.0,135.3,662.97,554.73,PF,4.31,Big,2.08,3.64,5.72,6.9
hinriki01,2013-2014,-0.626666666666667,-3.7333333333333303,-2.2533333333333303,,,,4059000.0,0.0691729579577021,33,11,CHI,PG,73,2116,3.5,2.9,0.73,0.27,0.0,0.0,0.0,1544.68,571.32,0.0,0.0,0.0,PG,1.27,Guard,-1.52,0.98,-0.54,2.22
kamanch01,2013-2014,-0.693333333333333,-3.00666666666667,-1.8266666666666698,,,,3183000.0,0.0542442781915166,31,11,LAL,C,39,736,-4.1,2.4,0.0,0.0,0.0,0.02,0.98,0.0,0.0,0.0,14.72,721.28,C,4.98,Big,-2.41,2.57,0.16,1.23
ridnolu01,2013-2014,-4.38,-4.48,,,,,4320000.0,0.0736208865181752,32,11,TOT,PG,61,1141,-9.3,-5.6,0.98,0.02,0.0,0.0,0.0,1118.18,22.82,0.0,0.0,0.0,PG,1.02,Guard,-1.26,-2.76,-4.02,-1.13
wadedw01,2013-2014,2.04666666666667,0.17333333333333303,-0.4533333333333329,-0.27333333333333304,-1.76666666666667,-1.5933333333333302,18673000.0,0.31822287360043605,32,11,MIA,SG,54,1775,4.3,-1.8,0.03,0.93,0.04,0.0,0.0,53.25,1650.75,71.0,0.0,0.0,SG,2.01,Wing,1.19,0.73,1.92,4.66
blakest01,2013-2014,-1.64,-1.27333333333333,-3.74,,,,4000000.0,0.0681674875168288,33,11,TOT,PG,55,1498,-5.3,-5.8,0.95,0.05,0.0,0.0,0.0,1423.1,74.9,0.0,0.0,0.0,PG,1.05,Guard,-1.31,-0.35,-1.66,0.67
boganke01,2013-2014,-2.7466666666666697,,,,,,5058198.0,0.0862011622556622,33,11,BOS,SG,6,55,-4.7,0.4,0.0,0.5,0.5,0.0,0.0,0.0,27.5,27.5,0.0,0.0,SG,2.5,Wing,-2.24,-0.83,-3.07,-0.02
bonnema01,2013-2014,1.9466666666666699,-2.94666666666667,1.32666666666667,,,,3945000.0,0.0672301845634724,33,10,SAS,PF,61,690,6.3,-2.2,0.0,0.0,0.0,0.65,0.35,0.0,0.0,0.0,448.5,241.5,PF,4.35,Wing,2.16,0.61,2.77,2.16
greenwi01,2013-2014,-2.74,-4.32,,,,,1399507.0,0.0238502189880536,32,11,LAC,SG,55,869,5.1,-2.6,0.21,0.76,0.03,0.0,0.0,182.49,660.44,26.07,0.0,0.0,SG,1.82,Wing,-1.3,-1.11,-2.41,-0.03
jonesja02,2013-2014,-0.19333333333333302,-2.82,-1.11333333333333,-1.98666666666667,,,4671956.7875,0.0796188889977675,33,11,MIA,SF,20,236,19.1,14.6,0.0,0.56,0.44,0.0,0.0,0.0,132.16,103.84,0.0,0.0,SG,2.44,Wing,-0.84,0.55,-0.29,0.28
korveky01,2013-2014,2.90666666666667,4.71333333333333,1.06,-1.9066666666666698,1.8333333333333302,-1.14666666666667,6760563.0,0.11521264847730901,32,11,ATL,SG,71,2408,3.0,8.5,0.0,0.68,0.31,0.0,0.0,0.0,1637.44,746.48,0.0,0.0,SG,2.29,Wing,2.53,0.73,3.26,8.35
outlatr01,2013-2014,-2.89333333333333,,,,,,3000000.0,0.0511256156376216,29,11,SAC,SF,63,1065,-4.8,-2.2,0.0,0.07,0.54,0.38,0.01,0.0,74.55,575.1,404.7,10.65,SF,3.33,Wing,-2.33,-0.76,-3.09,-0.49
pachuza01,2013-2014,-0.06,3.6666666666666696,1.5,2.84666666666667,1.24,0.166666666666667,5200000.0,0.0886177337718775,29,11,MIL,C,53,1325,-7.7,1.9,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0,13.25,1311.75,C,4.99,Big,-1.45,1.71,0.26,2.12
perkike01,2013-2014,-3.7733333333333303,-4.0066666666666695,-3.14,-2.02666666666667,,,8477437.0,0.144471395218051,29,11,OKC,C,62,1207,1.9,-6.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1207.0,C,5.0,Big,-7.25,2.94,-4.31,-1.51
duncati01,2013-2014,4.62,5.3,4.66666666666667,,,,10361446.0,0.176578435215324,37,14,SAS,C,74,2158,6.7,-3.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2158.0,C,5.0,Big,-0.05,5.38,5.33,10.39
barbole01,2013-2014,-2.3133333333333304,-1.3933333333333302,-1.78666666666667,-3.36666666666667,,,4781379.963414635,0.08148366474232063,31,11,PHO,PG,20,368,6.6,4.5,0.47,0.53,0.0,0.0,0.0,172.96,195.04,0.0,0.0,0.0,SG,1.53,Guard,-0.32,-1.2,-1.52,0.19
diawbo01,2013-2014,1.8333333333333302,0.0733333333333333,0.4466666666666671,-3.02,,,4702500.0,0.0801394025119719,31,11,SAS,PF,79,1974,8.6,0.8,0.0,0.0,0.03,0.94,0.03,0.0,0.0,59.22,1855.56,59.22,PF,4.0,Wing,0.61,1.34,1.95,5.38
westda01,2013-2014,3.06666666666667,0.5266666666666671,2.60666666666667,2.11333333333333,2.58666666666667,,12000000.0,0.20450246255048699,33,11,IND,PF,80,2472,8.1,9.1,0.0,0.0,0.0,0.96,0.04,0.0,0.0,0.0,2373.12,98.88,PF,4.04,Big,1.23,2.37,3.6,8.87
willima01,2013-2014,-2.48666666666667,-0.913333333333333,-4.2,,,,2652000.0,0.0451950442236575,31,11,POR,PG,74,1834,1.3,-4.9,1.0,0.0,0.0,0.0,0.0,1834.0,0.0,0.0,0.0,0.0,PG,1.0,Guard,0.21,-2.94,-2.73,-0.43
hasleud01,2013-2014,-4.16666666666667,-4.08666666666667,-2.46666666666667,-2.44,-3.24,-5.58,4340000.0,0.0739617239557593,33,11,MIA,PF,46,653,-3.8,-10.9,0.0,0.0,0.48,0.3,0.22,0.0,0.0,313.44,195.9,143.66,SF,3.74,Big,-4.81,1.01,-3.8,-0.55
poweljo01,2013-2014,-6.85333333333333,,,,,,5913314.28125,0.10077394436254879,31,7,HOU,PF,1,19,-18.9,-23.9,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,PG,1.0,Big,-2.06,-0.02,-2.08,0.0
johnsch04,2013-2014,-1.11333333333333,,,,,,4671956.7875,0.0796188889977675,23,2,BOS,SF,40,789,-0.7,5.6,0.02,0.56,0.42,0.0,0.0,15.78,441.84,331.38,0.0,0.0,SG,2.4,Wing,-0.08,-1.19,-1.27,0.53
curryse01,2013-2014,-1.16666666666667,-1.9,0.82,-0.34,,,4781379.963414635,0.08148366474232063,23,1,TOT,PG,2,13,0.4,1.2,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,PG,1.0,Guard,-1.26,-1.04,-2.3,0.0
babbch01,2013-2014,-3.3333333333333304,,,,,,4671956.7875,0.0796188889977675,23,1,BOS,SG,14,132,-5.9,-0.7,0.0,0.62,0.38,0.0,0.0,0.0,81.84,50.16,0.0,0.0,SG,2.38,Wing,-2.34,-0.46,-2.8,-0.04
nunnaja01,2013-2014,-4.12666666666667,-3.58666666666667,,,,,4671956.7875,0.0796188889977675,23,1,TOT,SF,13,165,-12.9,-7.4,0.0,0.1,0.91,0.0,0.0,0.0,16.5,150.15,0.0,0.0,SF,2.93,Wing,-2.36,-0.33,-2.69,-0.04
wareca01,2013-2014,-2.39333333333333,,,,,,4781379.963414635,0.08148366474232063,24,1,PHI,PG,9,116,-2.6,8.4,0.95,0.05,0.0,0.0,0.0,110.2,5.8,0.0,0.0,0.0,PG,1.05,Guard,-0.84,-0.95,-1.79,0.04
murryto01,2013-2014,-2.14666666666667,-4.9,,,,,4781379.963414635,0.08148366474232063,24,1,NYK,PG,51,373,-2.6,-1.7,0.97,0.03,0.0,0.0,0.0,361.81,11.19,0.0,0.0,0.0,PG,1.03,Guard,-0.66,-0.11,-0.77,0.37
gutiejo01,2013-2014,-3.51333333333333,-2.92666666666667,,,,,4781379.963414635,0.08148366474232063,25,1,BRK,PG,15,244,-6.1,-5.7,1.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,PG,1.0,Guard,-2.15,-1.42,-3.57,-0.18
hopsosc01,2013-2014,-7.22,-8.11333333333333,,,,,4671956.7875,0.0796188889977675,24,1,CLE,SG,2,7,-21.4,-18.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,SG,2.0,Wing,-1.55,-0.68,-2.23,0.0
witheje01,2013-2014,0.706666666666667,-1.3533333333333302,1.4333333333333302,-0.0866666666666667,-4.90666666666667,,5913314.28125,0.10077394436254879,23,1,NOP,C,58,684,2.5,6.2,0.0,0.0,0.0,0.34,0.66,0.0,0.0,0.0,232.56,451.44,C,4.66,Big,-0.79,1.7,0.91,1.37
allento01,2013-2014,2.32,4.30666666666667,0.506666666666667,0.28,-2.86666666666667,,4494382.0,0.0765926822202151,32,10,MEM,SG,55,1278,5.3,4.8,0.23,0.74,0.03,0.0,0.0,293.94,945.72,38.34,0.0,0.0,SG,1.8,Wing,-0.41,2.74,2.33,3.61
harride01,2013-2014,0.5933333333333329,-0.666666666666667,-0.993333333333333,0.33333333333333304,-0.46,-2.6,1272279.0,0.0216820157126059,30,10,DAL,PG,40,818,10.5,10.1,0.92,0.08,0.0,0.0,0.0,752.56,65.44,0.0,0.0,0.0,PG,1.08,Guard,2.03,-0.34,1.69,2.01
howardw01,2013-2014,3.46,0.9066666666666671,0.17333333333333303,1.3666666666666698,0.326666666666667,-2.2533333333333303,20513178.0,0.349582951311372,28,10,HOU,C,71,2396,6.9,5.1,0.0,0.0,0.0,0.04,0.96,0.0,0.0,0.0,95.84,2300.16,C,4.96,Big,-0.67,4.91,4.24,9.86
iguodan01,2013-2014,5.42,1.44,1.66,3.35333333333333,1.00666666666667,2.32,12868632.0,0.219305577804666,30,10,GSW,SF,63,2040,13.8,18.0,0.01,0.2,0.78,0.01,0.0,20.4,408.0,1591.2,20.4,0.0,SF,2.79,Wing,1.89,4.74,6.63,11.47
jeffeal01,2013-2014,2.02666666666667,-0.54,-0.4466666666666671,-2.0,-0.7133333333333329,,13500000.0,0.230065270369297,29,10,CHA,C,73,2553,0.4,1.6,0.0,0.0,0.0,0.31,0.69,0.0,0.0,0.0,791.43,1761.57,C,4.69,Big,1.12,1.02,2.14,6.84
livinsh01,2013-2014,-0.2,-0.86,0.0533333333333333,-2.49333333333333,-2.39333333333333,-2.1733333333333302,1272279.0,0.0216820157126059,28,9,BRK,PG,76,1974,1.6,4.5,0.52,0.48,0.01,0.0,0.0,1026.48,947.52,19.74,0.0,0.0,PG,1.51,Guard,-0.11,-0.49,-0.6,2.05
martike02,2013-2014,-0.7,-2.46666666666667,,,,,6500000.0,0.11077216721484698,30,10,MIN,SG,68,2177,3.2,1.6,0.0,0.98,0.02,0.0,0.0,0.0,2133.46,43.54,0.0,0.0,SG,2.02,Wing,1.25,-2.0,-0.75,2.28
smithjo03,2013-2014,0.733333333333333,0.0333333333333333,-2.06,,,,13500000.0,0.230065270369297,28,10,DET,SF,77,2730,-3.8,0.8,0.0,0.0,0.56,0.43,0.0,0.0,0.0,1528.8,1173.9,0.0,SF,3.4,Wing,-0.38,1.78,1.4,6.46
varejan01,2013-2014,3.60666666666667,-1.5666666666666698,-1.78666666666667,-0.926666666666667,,,9036364.0,0.15399655754188002,31,10,CLE,C,65,1800,1.6,9.2,0.0,0.0,0.0,0.21,0.79,0.0,0.0,0.0,378.0,1422.0,C,4.79,Big,0.47,3.59,4.06,6.88
wrighdo01,2013-2014,-1.62,0.4133333333333329,,,,,3000000.0,0.0511256156376216,28,10,POR,SF,68,984,2.9,-1.3,0.0,0.0,0.55,0.45,0.0,0.0,0.0,541.2,442.8,0.0,SF,3.45,Wing,-1.14,-1.09,-2.23,0.07
arizatr01,2013-2014,1.76,1.6866666666666699,0.88,1.8533333333333302,1.6066666666666698,-1.22666666666667,7727280.0,0.13168731573476,28,10,WAS,SF,77,2723,3.5,7.3,0.0,0.02,0.92,0.06,0.0,0.0,54.46,2505.16,163.38,0.0,SF,3.04,Wing,-0.1,1.04,0.94,5.47
biedran01,2013-2014,-6.7,,,,,,9000000.0,0.153376846912865,27,10,UTA,C,6,45,-3.4,4.6,0.0,0.0,0.0,0.09,0.91,0.0,0.0,0.0,4.05,40.95,C,4.91,Big,-5.11,2.56,-2.55,-0.01
denglu01,2013-2014,2.04666666666667,2.41333333333333,1.8933333333333302,-1.05333333333333,-3.7466666666666697,0.33333333333333304,14275000.0,0.243272721075683,28,10,TOT,SF,63,2213,0.0,1.1,0.0,0.16,0.8,0.04,0.0,0.0,354.08,1770.4,88.52,0.0,SF,2.88,Wing,1.15,1.82,2.97,7.0
humphkr01,2013-2014,-1.12,-2.2333333333333303,-2.2333333333333303,-2.16,,,12000000.0,0.20450246255048699,28,10,BOS,PF,69,1376,-6.3,-1.7,0.0,0.0,0.0,0.59,0.41,0.0,0.0,0.0,811.84,564.16,PF,4.41,Big,-2.32,0.64,-1.68,0.57
nelsoja01,2013-2014,0.226666666666667,-2.24,-3.2866666666666697,-0.66,-4.84666666666667,,8600000.0,0.146560098161182,31,10,ORL,PG,68,2179,-6.9,-2.4,1.0,0.0,0.0,0.0,0.0,2179.0,0.0,0.0,0.0,0.0,PG,1.0,Guard,2.78,-1.89,0.89,4.29
smithjr01,2013-2014,0.746666666666667,0.553333333333333,1.32666666666667,-1.3,-2.09333333333333,-2.89333333333333,5565000.0,0.0948380170077881,28,10,NYK,SF,74,2421,-0.9,0.4,0.0,0.24,0.72,0.05,0.0,0.0,581.04,1743.12,121.05,0.0,SF,2.84,Wing,1.82,-0.75,1.07,4.82
udrihbe01,2013-2014,-1.82,-1.6266666666666698,-1.00666666666667,,,,1272279.0,0.0216820157126059,31,10,TOT,SG,41,643,-9.2,-10.6,0.92,0.08,0.0,0.0,0.0,591.56,51.44,0.0,0.0,0.0,PG,1.08,Guard,0.42,-1.45,-1.03,0.52
fishede01,2013-2014,0.326666666666667,,,,,,1399507.0,0.0238502189880536,39,14,OKC,SG,81,1428,8.8,3.1,0.42,0.51,0.08,0.0,0.0,599.76,728.28,114.24,0.0,0.0,SG,1.68,Guard,-1.21,1.95,0.74,2.76
kellyry01,2013-2014,0.56,-2.7466666666666697,-3.24,-1.6266666666666698,,,4671956.7875,0.0796188889977675,22,1,LAL,PF,59,1312,-3.5,4.0,0.0,0.0,0.01,0.8,0.2,0.0,0.0,13.12,1049.6,262.4,PF,4.23,Wing,1.95,-1.01,0.94,2.86
plumlma01,2013-2014,-1.22666666666667,-0.14,2.55333333333333,1.52,0.23333333333333303,2.00666666666667,1298640.0,0.0221312564972137,23,1,BRK,C,70,1275,-2.4,-2.4,0.0,0.0,0.0,0.08,0.92,0.0,0.0,0.0,102.0,1173.0,C,4.92,Big,-1.42,-1.62,-3.04,-0.53
ricegl02,2013-2014,-3.2133333333333303,-5.17333333333333,,,,,4671956.7875,0.0796188889977675,23,1,WAS,SG,11,109,1.8,0.6,0.0,0.8,0.2,0.0,0.0,0.0,87.2,21.8,0.0,0.0,SG,2.2,Wing,-2.45,0.53,-1.92,0.03
sivape01,2013-2014,-5.06,,,,,,4781379.963414635,0.08148366474232063,23,1,DET,SG,24,224,-6.8,-2.9,0.94,0.06,0.0,0.0,0.0,210.56,13.44,0.0,0.0,0.0,PG,1.06,Guard,-1.41,-2.53,-3.94,-0.21
hillso01,2013-2014,-1.8,-1.46,0.0933333333333333,0.18666666666666698,-2.91333333333333,-3.2933333333333303,1246680.0,0.02124576083437,22,1,IND,SF,28,226,3.6,-1.2,0.0,0.27,0.71,0.02,0.0,0.0,61.02,160.46,4.52,0.0,SF,2.75,Wing,-0.71,-0.84,-1.55,0.1
murpher01,2013-2014,-5.4533333333333305,,,,,,5913314.28125,0.10077394436254879,23,1,CHI,C,24,62,-39.2,-41.9,0.0,0.0,0.0,0.03,0.97,0.0,0.0,0.0,1.86,60.14,C,4.97,Big,-3.47,-0.66,-4.13,-0.07
danietr01,2013-2014,-1.06666666666667,-4.85333333333333,-1.8866666666666698,-2.44666666666667,-3.94666666666667,-2.92666666666667,4671956.7875,0.0796188889977675,22,1,HOU,SG,5,75,20.6,16.1,0.0,0.66,0.34,0.0,0.0,0.0,49.5,25.5,0.0,0.0,SG,2.34,Wing,0.51,-1.51,-1.0,0.06
stephdj01,2013-2014,-7.43333333333333,-3.7066666666666697,,,,,4671956.7875,0.0796188889977675,23,1,MIL,SG,3,15,-6.0,2.9,0.0,0.69,0.32,0.0,0.0,0.0,10.35,4.8,0.0,0.0,SG,2.34,Wing,-1.51,-0.79,-2.3,0.0
olynyke01,2013-2014,-0.72,3.03333333333333,2.28,0.566666666666667,3.1933333333333302,1.74666666666667,1986360.0,0.033851292625982,22,1,BOS,C,70,1400,-1.8,5.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1400.0,C,5.0,Big,0.38,-1.71,-1.33,0.9
dellama01,2013-2014,0.4466666666666671,-1.26666666666667,-0.08,-2.8266666666666698,-3.82,-3.11333333333333,4781379.963414635,0.08148366474232063,23,1,CLE,SG,72,1271,4.3,11.5,0.28,0.65,0.07,0.0,0.0,355.88,826.15,88.97,0.0,0.0,SG,1.79,Guard,1.57,0.15,1.72,3.18
clarkia01,2013-2014,-2.7666666666666697,-2.96,-2.6,-3.7533333333333303,-4.18,,4671956.7875,0.0796188889977675,22,1,UTA,SG,23,172,4.3,12.7,0.09,0.76,0.15,0.0,0.0,15.48,130.72,25.8,0.0,0.0,SG,2.06,Wing,-1.67,-0.13,-1.8,0.06
muscami01,2013-2014,-4.92,1.11333333333333,-0.746666666666667,0.11333333333333301,0.36,0.5933333333333329,5913314.28125,0.10077394436254879,22,1,ATL,PF,20,215,-20.1,-21.0,0.0,0.0,0.0,0.21,0.79,0.0,0.0,0.0,45.15,169.85,C,4.79,Big,-3.2,-1.18,-4.38,-0.28
daviebr01,2013-2014,-2.07333333333333,-4.24666666666667,,,,,5913314.28125,0.10077394436254879,22,1,PHI,PF,51,575,-2.8,9.3,0.0,0.0,0.0,0.38,0.62,0.0,0.0,0.0,218.5,356.5,C,4.62,Big,-0.96,0.8,-0.16,0.81
mccolcj01,2013-2014,-1.98666666666667,0.666666666666667,1.6333333333333302,1.09333333333333,-0.0866666666666667,0.846666666666667,2316720.0,0.0394812454199969,22,1,POR,SG,38,476,-2.5,-7.2,0.11,0.85,0.04,0.0,0.0,52.36,404.6,19.04,0.0,0.0,SG,1.93,Wing,-0.14,-0.79,-0.93,0.41
canaais01,2013-2014,-4.0066666666666695,-2.62666666666667,-3.53333333333333,-3.88,-1.24,-3.50666666666667,4781379.963414635,0.08148366474232063,22,1,HOU,PG,22,252,-7.0,-12.7,0.91,0.09,0.0,0.0,0.0,229.32,22.68,0.0,0.0,0.0,PG,1.09,Guard,-1.25,-3.06,-4.31,-0.33
