BBREF_ID,SEASON,BLEND,SEASON_PLUS_1,SEASON_PLUS_2,SEASON_PLUS_3,SEASON_PLUS_4,SEASON_PLUS_5,SALARY,SALARY_PROP_CAP,AGE,EXPERIENCE,TEAM,POSITION,GAMES_PLAYED,MINUTES_PLAYED,ON_COURT_PLUS_MINUS,OFF_COURT_PLUS_MINUS,PROP_PG,PROP_SG,PROP_SF,PROP_PF,PROP_C,MINUTES_PG,MINUTES_SG,MINUTES_SF,MINUTES_PF,MINUTES_C,POSITION_MINUTES,POSITION_NUMERIC,ADVANCED_POSITION_CLUSTER,ORPM,DRPM,RPM,WINS
freeljo01,2014-2015,-0.826666666666667,,,,,,3013512.0,0.0477842226274479,27,3,POR,C,48,617,6.2,2.3,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,370.2,246.8,PF,4.4,Big,-1.81,1.47,-0.34,0.77
gayru01,2014-2015,0.9733333333333329,-0.02,1.4,0.28,1.8533333333333302,,19317325.0,0.30630817410608097,28,9,SAC,SF,68,2408,-2.2,4.0,0.0,0.08,0.88,0.04,0.0,0.0,192.64,2119.04,96.32,0.0,SF,2.96,Wing,2.87,-2.46,0.41,4.2
holliry01,2014-2015,-1.27333333333333,,,,,,1316809.0,0.0208801871085388,30,9,SAC,C,46,441,-5.1,-1.5,0.0,0.0,0.0,0.04,0.96,0.0,0.0,0.0,17.64,423.36,C,4.96,Big,-1.98,0.77,-1.21,0.32
lowryky01,2014-2015,3.7533333333333303,6.81333333333333,6.12,5.42,4.12666666666667,,12000000.0,0.19027986997542198,28,9,TOR,PG,70,2414,3.7,0.9,1.0,0.0,0.0,0.0,0.0,2414.0,0.0,0.0,0.0,0.0,PG,1.0,Guard,2.58,1.25,3.83,9.28
millspa01,2014-2015,4.79333333333333,5.26,3.95333333333333,1.2933333333333301,3.6666666666666696,,9500000.0,0.15063823039720903,29,9,ATL,PF,73,2390,7.9,5.3,0.0,0.0,0.0,0.94,0.06,0.0,0.0,0.0,2246.6,143.4,PF,4.06,Big,2.87,2.22,5.09,11.01
novakst01,2014-2015,-3.64,,,,,,3445946.0,0.0546411797351938,31,9,TOT,SF-PF,35,197,-20.6,-22.3,0.0,0.0,0.21,0.77,0.03,0.0,0.0,41.37,151.69,5.91,PF,3.86,Wing,-1.48,-2.28,-3.76,-0.18
redicjj01,2014-2015,1.16666666666667,0.4733333333333329,-0.28666666666666696,0.3666666666666671,0.56,,6583500.0,0.104392293665266,30,9,LAC,SG,78,2409,12.8,14.1,0.01,0.94,0.05,0.0,0.0,24.09,2264.46,120.45,0.0,0.0,SG,2.04,Wing,1.14,0.26,1.4,5.72
rondora01,2014-2015,-2.3066666666666698,0.5333333333333329,-1.12666666666667,-1.01333333333333,-2.96,,12909091.0,0.20469501308174104,28,9,TOT,PG,68,2018,-1.7,-4.3,0.9,0.1,0.0,0.0,0.0,1816.2,201.8,0.0,0.0,0.0,PG,1.1,Guard,-3.55,0.34,-3.21,-1.12
sefolth01,2014-2015,2.1666666666666696,0.133333333333333,0.626666666666667,1.52,1.2,,4150000.0,0.0658051216998335,30,9,ATL,SF,52,976,11.4,7.5,0.0,0.25,0.74,0.01,0.0,0.0,244.0,722.24,9.76,0.0,SF,2.76,Wing,-0.37,2.97,2.6,2.94
thomaty01,2014-2015,-1.12,,,,,,9460234.0,0.150007674621422,28,8,MEM,PF,2,7,7.7,4.3,0.0,0.0,0.78,0.0,0.22,0.0,0.0,5.46,0.0,1.54,SF,3.44,Wing,-0.42,-0.46,-0.88,0.01
goberru01,2014-2015,3.2466666666666697,2.7933333333333303,6.18,3.98,5.46,,1127400.0,0.0178767937841909,22,2,UTA,C,82,2158,0.6,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2158.0,C,5.0,Big,-1.66,3.63,1.97,5.54
antetgi01,2014-2015,0.746666666666667,1.54,5.34,4.75333333333333,7.9533333333333305,,1873200.0,0.0297026877031634,20,2,MIL,SG,81,2541,0.5,-0.6,0.0,0.32,0.47,0.21,0.0,0.0,813.12,1194.27,533.61,0.0,SF,2.89,Wing,-0.63,1.5,0.87,5.04
schrode01,2014-2015,-3.2733333333333303,-0.0866666666666667,-1.8666666666666698,-1.4266666666666699,-2.1,,1690680.0,0.0268085308808372,21,2,ATL,PG,77,1516,0.6,-8.4,1.0,0.0,0.0,0.0,0.0,1516.0,0.0,0.0,0.0,0.0,PG,1.0,Guard,-0.78,-2.93,-3.71,-1.23
noguelu01,2014-2015,-4.28,0.52,3.62,2.92666666666667,,,1762680.0,0.0279502101006898,22,1,TOR,C,6,23,-18.8,-22.2,0.0,0.0,0.0,0.23,0.77,0.0,0.0,0.0,5.29,17.71,C,4.77,Big,-0.92,-0.35,-1.27,0.02
tuckepj01,2014-2015,-0.0133333333333334,0.266666666666667,1.02666666666667,0.806666666666667,1.14666666666667,,5700000.0,0.0903829382383255,29,4,PHO,SF,78,2383,-1.3,-0.5,0.0,0.17,0.73,0.11,0.0,0.0,405.11,1739.59,262.13,0.0,SF,2.97,Wing,-1.22,0.6,-0.62,2.6
willish03,2014-2015,-1.8733333333333302,,,,,,1227985.0,0.0194717355109807,28,7,TOT,SF,63,1087,-5.2,-3.6,0.0,0.0,0.02,0.98,0.0,0.0,0.0,21.74,1065.26,0.0,PF,3.98,Wing,-0.64,-1.67,-2.31,0.03
amundlo01,2014-2015,-0.44,-2.91333333333333,,,,,409167.0,0.00648802029651946,32,9,TOT,PF,53,937,-8.1,-6.0,0.0,0.0,0.0,0.85,0.15,0.0,0.0,0.0,796.45,140.55,PF,4.15,Big,-2.57,2.91,0.34,1.53
radulmi01,2014-2015,-5.08,,,,,,396100.0,0.00628082137477206,27,2,MIN,C,5,23,-4.4,5.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,C,5.0,Big,-0.8,0.38,-0.42,0.03
bareajo01,2014-2015,0.02,-2.8,-1.11333333333333,-0.52,-0.82,,1310286.0,0.0207767541425513,30,9,DAL,PG,77,1362,4.9,2.7,1.0,0.0,0.0,0.0,0.0,1362.0,0.0,0.0,0.0,0.0,PG,1.0,Guard,2.71,-1.93,0.78,2.64
parkeja01,2014-2015,-3.2933333333333303,-2.92666666666667,-0.4533333333333329,-2.52,-1.8666666666666698,,4930560.0,0.0781821929755015,19,1,MIL,PF,25,738,-6.6,-9.0,0.0,0.0,0.17,0.81,0.03,0.0,0.0,125.46,597.78,22.14,PF,3.9,Wing,-1.68,-2.66,-4.34,-0.93
ennisty01,2014-2015,-5.58,-3.7733333333333303,-2.88,-1.8733333333333302,,,1590720.0,0.025223499563942,20,1,TOT,PG,33,411,-8.7,-9.0,0.91,0.09,0.0,0.0,0.0,374.01,36.99,0.0,0.0,0.0,PG,1.09,Guard,-2.28,-2.74,-5.02,-0.7
wiggian01,2014-2015,-1.8733333333333302,-1.48,-1.96666666666667,-1.9133333333333302,-1.8666666666666698,,5510640.0,0.0873803218901134,19,1,MIN,SF,82,2969,-10.0,-1.8,0.0,0.21,0.68,0.12,0.0,0.0,623.49,2018.92,356.28,0.0,SF,2.94,Wing,0.47,-2.13,-1.66,1.28
gordoaa01,2014-2015,-2.61333333333333,1.02,0.08,0.48,0.9066666666666671,,3992040.0,0.0633004043447237,19,1,ORL,PF,47,797,-7.3,-1.6,0.0,0.0,0.33,0.66,0.01,0.0,0.0,263.01,526.02,7.97,PF,3.68,Wing,-2.04,-0.48,-2.52,-0.09
lavinza01,2014-2015,-6.08,-2.94,-2.08,-3.1,-0.32,,2055840.0,0.0325987473241893,19,1,MIN,PG,77,1902,-14.8,-10.0,0.94,0.06,0.0,0.0,0.0,1787.88,114.12,0.0,0.0,0.0,PG,1.06,Guard,-2.53,-4.34,-6.87,-5.34
youngja01,2014-2015,-3.7733333333333303,-3.64666666666667,-2.47333333333333,-3.63333333333333,,,1674480.0,0.0265516530563704,19,1,BOS,SG,31,332,-1.4,-1.5,0.03,0.51,0.46,0.0,0.0,9.96,169.32,152.72,0.0,0.0,SG,2.43,Wing,-1.69,-2.07,-3.76,-0.3
randlju01,2014-2015,-6.74,-4.06666666666667,-1.21333333333333,0.686666666666667,0.54,,2997360.0,0.047528105922461004,20,1,LAL,PF,1,14,-73.5,-66.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,PF,4.0,Wing,-1.52,-0.19,-1.71,0.0
vonleno01,2014-2015,-3.74,-3.38666666666667,-3.2933333333333303,-2.1933333333333302,0.46666666666666706,,2524200.0,0.0400253706493301,19,1,CHO,PF,25,259,-12.9,-10.1,0.0,0.0,0.0,0.41,0.59,0.0,0.0,0.0,106.19,152.81,C,4.59,Big,-2.69,-0.12,-2.81,-0.07
exumda01,2014-2015,-2.44666666666667,-2.6933333333333302,-1.4466666666666699,-2.7533333333333303,,,3615000.0,0.0573218108300959,19,1,UTA,PG,82,1817,3.0,5.1,0.79,0.21,0.0,0.0,0.0,1435.43,381.57,0.0,0.0,0.0,PG,1.21,Guard,-1.64,-0.13,-1.77,0.62
capelca01,2014-2015,-3.58666666666667,1.54,0.0666666666666667,2.42666666666667,2.18,,1189200.0,0.0188567351145643,20,1,HOU,C,12,90,5.2,1.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90.0,C,5.0,Big,-1.97,0.49,-1.48,0.05
nurkiju01,2014-2015,1.3533333333333302,-0.573333333333333,0.346666666666667,1.3,4.4666666666666694,,1762680.0,0.0279502101006898,20,1,DEN,C,62,1103,-0.7,4.4,0.0,0.0,0.0,0.01,1.0,0.0,0.0,0.0,11.03,1103.0,C,5.04,Big,-1.69,4.02,2.33,3.33
cabocbr01,2014-2015,-8.34,-5.52,-0.833333333333333,-3.2733333333333303,-0.653333333333333,,1458360.0,0.0231247125981131,19,1,TOR,SF,8,23,-58.3,-62.0,0.0,0.25,0.75,0.0,0.0,0.0,5.75,17.25,0.0,0.0,SF,2.75,Wing,-1.42,-1.64,-3.06,-0.01
afflaar01,2014-2015,-2.55333333333333,-2.96666666666667,-4.02,-4.8,,,7750000.0,0.12288908269246,29,8,TOT,SG,78,2502,-0.6,-1.1,0.0,0.88,0.12,0.0,0.0,0.0,2201.76,300.24,0.0,0.0,SG,2.12,Wing,-1.07,-1.86,-2.93,-0.91
belinma01,2014-2015,-2.2466666666666697,-4.64666666666667,-1.4333333333333302,-1.5733333333333301,-2.02,,2873750.0,0.0455680646951558,28,8,SAS,SG,62,1388,0.1,-10.0,0.11,0.84,0.05,0.0,0.0,152.68,1165.92,69.4,0.0,0.0,SG,1.94,Wing,0.0,-3.12,-3.12,-0.66
breweco01,2014-2015,-1.4,-2.05333333333333,-1.4,-2.45333333333333,-0.166666666666667,,4702500.0,0.0745659240466186,28,8,TOT,SF,80,2087,-0.7,3.0,0.0,0.25,0.71,0.04,0.0,0.0,521.75,1481.77,83.48,0.0,SF,2.79,Wing,-0.31,-1.24,-1.55,1.1
brookaa01,2014-2015,-1.18666666666667,-2.62666666666667,-3.72,-3.7,,,1145685.0,0.018166732736066,30,7,CHI,PG,82,1885,4.9,3.1,1.0,0.0,0.0,0.0,0.0,1885.0,0.0,0.0,0.0,0.0,PG,1.0,Guard,1.25,-2.33,-1.08,1.46
chandwi01,2014-2015,-1.2933333333333301,-1.12666666666667,-1.06,-1.8066666666666698,,,6757913.0,0.107157900578768,27,8,DEN,SF,78,2471,-4.6,-1.9,0.0,0.05,0.85,0.1,0.0,0.0,123.55,2100.35,247.1,0.0,SF,3.05,Wing,-0.64,-1.4,-2.04,0.49
conlemi01,2014-2015,2.3066666666666698,2.47333333333333,4.88,-1.2066666666666699,3.22,,8894216.0,0.14103252200110997,27,8,MEM,PG,70,2225,4.5,2.3,1.0,0.0,0.0,0.0,0.0,2225.0,0.0,0.0,0.0,0.0,PG,1.0,Guard,2.36,-0.25,2.11,5.99
davisgl01,2014-2015,-1.9266666666666699,,,,,,7827985.0,0.12412566399746301,29,8,LAC,PF,74,904,-4.1,-14.7,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,632.8,271.2,PF,4.3,Big,-3.76,2.12,-1.64,0.4
dudleja01,2014-2015,1.78,1.58,0.7133333333333329,-0.686666666666667,-0.18,,4250000.0,0.06739078728296201,29,8,MIL,SG,72,1717,3.5,4.8,0.0,0.37,0.54,0.09,0.0,0.0,635.29,927.18,154.53,0.0,SF,2.72,Wing,-0.1,2.47,2.37,5.04
duranke01,2014-2015,4.83333333333333,6.9533333333333305,6.4933333333333305,4.27333333333333,4.71333333333333,,18995624.0,0.30120707206850106,26,8,OKC,SF,27,913,8.5,8.4,0.0,0.01,0.75,0.25,0.0,0.0,9.13,684.75,228.25,0.0,SF,3.27,Wing,3.53,0.67,4.2,3.87
gasolma01,2014-2015,4.0066666666666695,1.07333333333333,3.12,1.53333333333333,3.2733333333333303,,15829688.0,0.251005914532625,30,7,MEM,C,81,2687,3.7,0.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2687.0,C,5.0,Big,1.7,1.91,3.61,9.68
greenje02,2014-2015,-2.60666666666667,-1.5666666666666698,-3.76,-0.4733333333333329,-0.946666666666667,,9445000.0,0.149766114326489,28,7,TOT,SF,78,2454,-3.2,-7.1,0.0,0.0,0.84,0.17,0.0,0.0,0.0,2061.36,417.18,0.0,SF,3.2,Wing,-1.51,-2.05,-3.56,-1.85
hawessp01,2014-2015,-1.76,0.23333333333333303,-2.1666666666666696,,,,5305000.0,0.0841195591849679,26,8,LAC,PF,73,1274,-2.5,-14.4,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,509.6,764.4,C,4.6,Big,-2.6,0.91,-1.69,0.52
horfoal01,2014-2015,2.6933333333333302,3.34666666666667,2.2466666666666697,3.92666666666667,4.5466666666666695,,12000000.0,0.19027986997542198,28,8,ATL,C,76,2318,6.5,1.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2318.0,C,5.0,Big,0.32,1.82,2.14,6.34
landrca01,2014-2015,-3.7266666666666697,-0.46666666666666706,,,,,6500000.0,0.103068262903354,31,8,SAC,PF,70,1192,-8.8,-7.2,0.0,0.0,0.0,0.68,0.32,0.0,0.0,0.0,810.56,381.44,PF,4.32,Big,-2.99,-0.8,-3.79,-1.07
mcrobjo01,2014-2015,0.21333333333333301,-0.5266666666666671,-2.72,-4.64,,,5305000.0,0.0841195591849679,27,8,MIA,PF,17,296,4.7,8.0,0.0,0.0,0.0,0.76,0.24,0.0,0.0,0.0,224.96,71.04,PF,4.24,Wing,-0.37,1.24,0.87,0.56
noahjo01,2014-2015,1.86,1.00666666666667,-0.0066666666666667105,-0.19333333333333302,1.27333333333333,,12200000.0,0.193451201141679,29,8,CHI,C,67,2049,2.0,-2.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2049.0,C,5.0,Big,-1.12,2.21,1.09,4.33
sessira01,2014-2015,-3.1733333333333302,-1.74,-3.56666666666667,-3.1933333333333302,,,2077000.0,0.0329342741615793,28,8,TOT,PG,64,1188,-6.3,-5.7,0.93,0.07,0.0,0.0,0.0,1104.84,83.16,0.0,0.0,0.0,PG,1.07,Guard,-2.5,-0.31,-2.81,-0.34
smithja02,2014-2015,-4.32,-1.64,-0.826666666666667,-4.3,-2.1666666666666696,,3278000.0,0.0519781178149528,28,7,NYK,C,82,1785,-13.4,-5.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1785.0,C,5.0,Big,-1.41,-3.37,-4.78,-2.63
splitti01,2014-2015,3.2933333333333303,0.566666666666667,-2.52,,,,9250000.0,0.146674066439388,30,5,SAS,C,52,1030,11.6,6.8,0.0,0.0,0.0,0.53,0.47,0.0,0.0,0.0,545.9,484.1,PF,4.47,Big,0.59,2.7,3.29,3.58
stuckro01,2014-2015,-0.26,-1.9066666666666698,-3.7133333333333303,,,,1227985.0,0.0194717355109807,28,8,IND,PG,71,1874,-0.6,-1.2,0.11,0.87,0.02,0.0,0.0,206.14,1630.38,37.48,0.0,0.0,SG,1.91,Wing,-0.19,-0.15,-0.34,2.31
wrighbr03,2014-2015,0.98,-0.7866666666666658,0.12666666666666698,0.626666666666667,,,5000000.0,0.0792832791564259,27,7,TOT,PF,75,1449,0.5,-0.1,0.0,0.0,0.23,0.62,0.15,0.0,0.0,333.27,898.38,217.35,PF,3.92,Big,-0.49,0.16,-0.33,1.84
youngni01,2014-2015,-2.2533333333333303,-5.15333333333333,0.2,-2.8333333333333304,-3.54666666666667,,4994420.0,0.0791947990168873,29,8,LAL,SG,42,1000,-2.8,5.8,0.0,0.29,0.7,0.01,0.0,0.0,290.0,700.0,10.0,0.0,SF,2.72,Wing,0.07,-1.7,-1.63,0.45
youngth01,2014-2015,0.766666666666667,0.54,1.03333333333333,1.22666666666667,2.2133333333333303,,9410870.0,0.149224926662967,26,8,TOT,PF,76,2434,-4.2,3.2,0.0,0.0,0.05,0.94,0.01,0.0,0.0,121.7,2287.96,24.34,PF,3.96,Wing,0.05,1.15,1.2,5.38
anthojo01,2014-2015,1.04,0.753333333333333,-0.846666666666667,,,,3800000.0,0.0602552921588837,32,8,DET,C,49,406,1.6,3.3,0.0,0.0,0.0,0.02,0.98,0.0,0.0,0.0,8.12,397.88,C,4.98,Big,-1.82,2.68,0.86,0.8
tollian01,2014-2015,1.1,-0.27333333333333304,-0.826666666666667,0.966666666666667,-2.09333333333333,,3000000.0,0.0475699674938555,29,7,TOT,PF,76,1432,2.6,4.7,0.0,0.0,0.07,0.93,0.0,0.0,0.0,100.24,1331.76,0.0,PF,3.93,Wing,2.09,-0.14,1.95,3.8
watsocj01,2014-2015,0.746666666666667,-3.36666666666667,-3.2333333333333303,,,,2106720.0,0.0334055339728851,30,8,IND,PG,57,1422,-0.9,-1.6,1.0,0.0,0.0,0.0,0.0,1422.0,0.0,0.0,0.0,0.0,PG,1.0,Guard,0.72,-0.35,0.37,2.42
ajincal01,2014-2015,-0.0066666666666666706,-2.2533333333333303,-2.38666666666667,,,,981084.0,0.0155567113295806,26,5,NOP,C,68,957,0.4,-1.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,957.0,C,5.0,Big,-1.01,0.9,-0.11,1.27
anderry01,2014-2015,-1.5,-0.46666666666666706,0.74,-0.813333333333333,-3.66,,8491500.0,0.134646792991358,26,7,NOP,PF,61,1675,-0.9,-4.1,0.0,0.0,0.04,0.95,0.02,0.0,0.0,67.0,1591.25,33.5,PF,4.02,Wing,2.05,-3.75,-1.7,0.66
arthuda01,2014-2015,0.8533333333333329,0.34,-0.573333333333333,-2.58666666666667,,,3457149.0,0.0548188218504717,26,6,DEN,PF,58,988,-1.0,3.8,0.0,0.0,0.04,0.78,0.18,0.0,0.0,39.52,770.64,177.84,PF,4.14,Wing,-2.08,3.91,1.83,2.63
asikom01,2014-2015,-1.02,-2.59333333333333,-1.72,-3.9,,,8374646.0,0.132793879330849,28,5,NOP,C,76,1982,1.2,-0.3,0.0,0.0,0.0,0.04,0.96,0.0,0.0,0.0,79.28,1902.72,C,4.96,Big,-3.01,1.83,-1.18,1.41
augusdj01,2014-2015,-3.5,-1.73333333333333,-4.68666666666667,-0.293333333333333,0.666666666666667,,3000000.0,0.0475699674938555,27,7,TOT,PG,82,1964,-2.3,-3.4,0.98,0.02,0.0,0.0,0.0,1924.72,39.28,0.0,0.0,0.0,PG,1.02,Guard,-0.76,-3.24,-4.0,-1.99
batumni01,2014-2015,1.28666666666667,1.48,1.03333333333333,0.133333333333333,0.226666666666667,,11765500.0,0.18656148418298601,26,7,POR,SF,71,2380,4.2,-0.1,0.0,0.0,0.95,0.05,0.0,0.0,0.0,2261.0,119.0,0.0,SF,3.05,Wing,0.26,0.12,0.38,4.08
bayleje01,2014-2015,-2.7933333333333303,-1.75333333333333,-4.5333333333333306,-3.84666666666667,-5.3,,3000000.0,0.0475699674938555,26,7,MIL,PG,77,1717,0.0,-1.2,0.69,0.31,0.0,0.0,0.0,1184.73,532.27,0.0,0.0,0.0,PG,1.31,Guard,-2.36,-0.53,-2.89,-0.57
beaslmi01,2014-2015,-2.99333333333333,-2.8133333333333304,-2.50666666666667,-1.47333333333333,-2.15333333333333,,1108004.0,0.0175692380876873,26,7,MIA,PF,24,505,1.3,4.7,0.0,0.0,0.0,0.72,0.28,0.0,0.0,0.0,363.6,141.4,PF,4.28,Big,-3.13,0.99,-2.14,0.07
chalmma01,2014-2015,-1.13333333333333,-0.966666666666667,,,,,4000000.0,0.0634266233251407,28,7,MIA,PG,80,2368,-3.4,-1.8,0.52,0.48,0.0,0.0,0.0,1231.36,1136.64,0.0,0.0,0.0,PG,1.48,Guard,-1.65,0.45,-1.2,1.65
dorsejo01,2014-2015,-1.3933333333333302,,,,,,948163.0,0.0150346943629589,31,4,HOU,PF,69,854,0.7,-3.7,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,427.0,427.0,PF,4.5,Big,-2.42,1.03,-1.39,0.53
douglch01,2014-2015,-4.0,,,,,,915243.0,0.0145126932529929,28,6,LAC,SG,12,103,-9.6,-17.3,0.02,0.07,0.91,0.0,0.0,2.06,7.21,93.73,0.0,0.0,SF,2.89,Wing,-1.27,-1.68,-2.95,-0.04
dragigo01,2014-2015,0.14,1.6466666666666698,1.51333333333333,0.23333333333333303,0.1,,7500000.0,0.118924918734639,28,7,TOT,SG-PG,78,2640,-0.1,2.7,0.24,0.69,0.07,0.0,0.0,633.6,1821.6,184.8,0.0,0.0,SG,1.83,Guard,1.76,-2.1,-0.34,3.36
gallida01,2014-2015,1.75333333333333,1.5466666666666697,2.1866666666666696,-0.653333333333333,3.28,,10854850.0,0.17212162055022598,26,6,DEN,SF,59,1426,0.7,7.2,0.0,0.01,0.45,0.54,0.01,0.0,14.26,641.7,770.04,14.26,PF,3.58,Wing,2.05,-0.07,1.98,3.9
gordoer01,2014-2015,-1.13333333333333,-0.46666666666666706,0.22,0.993333333333333,-0.7133333333333329,,14898938.0,0.23624733211765603,26,7,NOP,SG,61,2018,2.1,1.4,0.54,0.44,0.02,0.0,0.0,1089.72,887.92,40.36,0.0,0.0,PG,1.48,Guard,0.48,-1.88,-1.4,1.17
hibbero01,2014-2015,-0.34,-2.3333333333333304,-0.633333333333333,,,,14898938.0,0.23624733211765603,28,7,IND,C,76,1926,-1.5,-3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1926.0,C,5.0,Big,-2.44,2.43,-0.01,2.73
hicksjj01,2014-2015,-3.96666666666667,,,,,,5381750.0,0.08533655752001901,26,7,DEN,C,73,1411,-7.3,-5.4,0.0,0.0,0.0,0.37,0.63,0.0,0.0,0.0,522.07,888.93,C,4.63,Big,-3.47,-1.13,-4.6,-2.03
hillge01,2014-2015,4.38,1.14666666666667,3.7,0.1,1.09333333333333,,8000000.0,0.126853246650281,28,7,IND,PG,43,1267,6.7,9.7,0.86,0.14,0.0,0.0,0.0,1089.62,177.38,0.0,0.0,0.0,PG,1.14,Guard,4.64,-0.87,3.77,4.76
ibakase01,2014-2015,2.57333333333333,0.56,0.24666666666666698,0.3733333333333329,-0.20666666666666697,,12350000.0,0.19582969951637197,25,6,OKC,PF,64,2116,3.9,4.0,0.0,0.0,0.03,0.89,0.08,0.0,0.0,63.48,1883.24,169.28,PF,4.05,Big,-0.05,3.51,3.46,7.75
jordade01,2014-2015,4.34,4.08,4.4,1.08,1.9,,11440124.0,0.18140210893522601,26,7,LAC,C,82,2820,11.8,15.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2820.0,C,5.0,Big,2.03,2.43,4.46,12.08
koufoko01,2014-2015,-0.0066666666666667105,-1.6333333333333302,-0.6,-0.5,-2.6933333333333302,,3000000.0,0.0475699674938555,25,7,MEM,C,81,1348,4.7,2.0,0.0,0.0,0.0,0.17,0.83,0.0,0.0,0.0,229.16,1118.84,C,4.83,Big,-2.56,3.3,0.74,2.56
leeco01,2014-2015,-0.44,-0.4933333333333329,-0.653333333333333,-0.8533333333333329,-2.18,,5450000.0,0.0864187742805042,29,7,MEM,SG,77,2354,2.2,-2.9,0.03,0.6,0.37,0.0,0.0,70.62,1412.4,870.98,0.0,0.0,SG,2.34,Wing,0.23,-1.14,-0.91,2.05
lopezro01,2014-2015,1.05333333333333,0.48,-1.26,-2.05333333333333,-1.38,,6124728.0,0.0971177039562356,26,7,POR,C,59,1638,5.6,2.3,0.0,0.0,0.0,0.17,0.83,0.0,0.0,0.0,278.46,1359.54,C,4.83,Big,-1.21,1.74,0.53,2.94
lopezbr01,2014-2015,-0.33333333333333304,2.2,1.8,0.36,3.61333333333333,,15719063.0,0.24925177198128898,26,7,BRK,C,72,2100,-3.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2100.0,C,5.0,Big,-0.76,0.16,-0.6,2.22
loveke01,2014-2015,2.44,4.37333333333333,3.62,2.7,0.32,,15719062.0,0.249251756124633,26,7,CLE,PF,75,2532,7.4,7.8,0.0,0.0,0.0,0.52,0.48,0.0,0.0,0.0,1316.64,1215.36,PF,4.48,Big,1.75,0.96,2.71,7.92
mayooj01,2014-2015,-1.3466666666666698,-1.76,,,,,8000000.0,0.126853246650281,27,7,MIL,SG,71,1697,-1.8,-4.4,0.0,0.78,0.22,0.0,0.0,0.0,1323.66,373.34,0.0,0.0,SG,2.22,Wing,-0.71,-0.66,-1.37,1.05
mbahalu01,2014-2015,-1.96,-1.1,0.74,0.613333333333333,-2.1733333333333302,,4382576.0,0.0694929992864505,28,7,PHI,PF,67,1916,-9.5,-0.2,0.0,0.0,0.22,0.75,0.03,0.0,0.0,421.52,1437.0,57.48,PF,3.81,Wing,-3.12,1.78,-1.34,1.21
mcgeeja01,2014-2015,-4.0466666666666695,-2.34,0.893333333333333,0.66,-0.746666666666667,,11250000.0,0.178387378101958,27,7,TOT,C,23,256,-14.3,-7.9,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,12.8,243.2,C,4.95,Big,-1.47,-1.8,-3.27,-0.15
pekovni01,2014-2015,-1.12666666666667,-4.0066666666666695,,,,,12100000.0,0.19186553555855101,29,5,MIN,C,31,815,-4.1,6.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,815.0,C,5.0,Big,-0.43,0.99,0.56,1.49
rosede01,2014-2015,0.16,-3.94666666666667,-2.13333333333333,-4.9933333333333305,-1.10666666666667,,18862875.0,0.299102116863553,26,6,CHI,PG,51,1530,3.8,0.9,0.88,0.13,0.0,0.0,0.0,1346.4,198.9,0.0,0.0,0.0,PG,1.14,Guard,1.15,-0.26,0.89,3.1
rushbr01,2014-2015,-6.97333333333333,-2.7066666666666697,-3.2733333333333303,,,,1145685.0,0.018166732736066,29,7,GSW,SG,33,271,-19.2,-32.3,0.01,0.41,0.47,0.11,0.0,2.71,111.11,127.37,29.81,0.0,SF,2.68,Wing,-4.2,-3.26,-7.46,-0.93
speigma01,2014-2015,-1.8333333333333302,-2.12666666666667,1.14,-0.226666666666667,,,3657500.0,0.0579957187029256,27,7,GSW,C,76,1207,7.3,-5.1,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,60.35,1146.65,C,4.95,Big,0.02,-1.47,-1.45,0.72
thompja02,2014-2015,-1.77333333333333,,,,,,6037500.0,0.0957345595813843,28,7,SAC,PF,81,1991,-4.4,-1.3,0.0,0.0,0.0,0.52,0.49,0.0,0.0,0.0,1035.32,975.59,PF,4.53,Big,-2.08,0.27,-1.81,0.67
